Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
678	-1420.321	-1504.606	84.28502	0.649638	0.6363201	0.390501	0.609499	1.47695
684	-1414.129	-1498.512	84.38333	0.7471395	0.5615876	0.430927	0.569073	1.410439
690	-1417.542	-1501.932	84.38984	0.7471395	0.5598732	0.415114	0.584886	1.407421
696	-1415.347	-1499.69	84.34253	0.7586954	0.7580399	0.561592	0.438408	1.21756
702	-1413.252	-1497.797	84.54555	0.6274183	0.4803371	0.446147	0.553853	1.47789
708	-1410.307	-1494.491	84.18355	0.4917145	0.5891804	0.578246	0.421754	1.715185
714	-1410.591	-1494.863	84.27191	0.6391197	0.6440018	0.454585	0.545415	1.486738
720	-1413.093	-1496.811	83.71784	0.3981667	0.5187291	0.446773	0.553227	2.165655
726	-1411.746	-1495.869	84.12305	0.4785603	0.6379373	0.446773	0.553227	1.717914
732	-1412.07	-1496.47	84.3995	0.5032933	0.436808	0.611341	0.388659	1.729935
738	-1406.09	-1490.106	84.01528	0.3837251	0.6109522	0.444199	0.555801	1.884583
744	-1412.025	-1496.419	84.39451	0.4566512	0.6115593	0.428486	0.571514	1.565234
750	-1406.906	-1491.335	84.42826	0.5402737	0.4928394	0.493544	0.506456	1.61345
756	-1408.835	-1493.231	84.39547	0.5820227	0.5563838	0.390039	0.609961	1.53236
762	-1410.357	-1494.483	84.12681	0.5487668	0.4394866	0.449108	0.550892	1.883693
768	-1408.982	-1493.153	84.17028	0.4903127	0.4987424	0.534123	0.465877	1.823779
774	-1411.393	-1495.95	84.5571	0.5137312	0.4746969	0.537246	0.462754	1.561187
780	-1414.005	-1498.382	84.37736	0.5352733	0.5734089	0.525632	0.474368	1.561187
786	-1409.225	-1493.472	84.24684	0.7920918	0.5157118	0.43817	0.56183	1.534309
792	-1424.987	-1509.579	84.59206	0.8998516	0.4998981	0.493031	0.506969	1.196344
798	-1426.97	-1510.374	83.40397	0.6212687	1.032598	0.561966	0.438034	1.801671
804	-1427.812	-1512.169	84.35712	0.4053398	0.4335915	0.574074	0.425926	1.831573
810	-1414.327	-1498.953	84.62564	0.7629433	0.5048274	0.365411	0.634589	1.276289
816	-1409.556	-1494.106	84.54986	0.7927656	0.5400254	0.486713	0.513287	1.267651
822	-1414.702	-1499.458	84.75644	0.7927656	0.4521003	0.478345	0.521655	1.217282
828	-1406.093	-1490.297	84.20366	0.7927656	0.6977694	0.478345	0.521655	1.365383
834	-1411.746	-1496.247	84.50099	0.4723732	0.5166901	0.542215	0.457785	1.581425
840	-1411.423	-1495.943	84.51988	0.6125575	0.4572873	0.386404	0.613596	1.538023
846	-1409.071	-1493.11	84.03907	0.8197434	0.7098513	0.504416	0.495584	1.459785
852	-1415.793	-1499.954	84.16062	0.8197434	0.5978391	0.465722	0.534278	1.483849
858	-1408.693	-1493.105	84.41238	0.7151852	0.5767453	0.464304	0.535696	1.39492
864	-1411.28	-1495.566	84.28526	0.6007841	0.7551577	0.448801	0.551199	1.39492
870	-1412.938	-1497.095	84.15755	0.6918352	0.6348387	0.369163	0.630837	1.542258
876	-1407.265	-1491.309	84.04451	0.7286219	0.6696159	0.463257	0.536743	1.563361
882	-1407.843	-1492.492	84.64896	0.5137656	0.4215517	0.478277	0.521723	1.563361
888	-1402.864	-1486.728	83.86437	0.5485767	0.7330416	0.386399	0.613601	1.762053
894	-1407.728	-1491.903	84.17458	0.4917495	0.6752802	0.531963	0.468037	1.635538
900	-1409.215	-1493.551	84.33614	0.5607396	0.4688467	0.434988	0.565012	1.694032
906	-1419.333	-1503.436	84.10243	0.5791901	0.5011632	0.514834	0.485166	1.80651
912	-1412.359	-1496.956	84.59657	0.6306054	0.4842337	0.54079	0.45921	1.431554
918	-1409.019	-1492.939	83.92015	0.6841123	0.6185416	0.507145	0.492855	1.735252
924	-1412.086	-1496.168	84.08212	0.4830575	0.5890255	0.579012	0.420988	1.792342
930	-1410.448	-1494.261	83.8134	0.4352862	0.6594344	0.426669	0.573331	1.940525
936	-1406.297	-1490.324	84.02698	0.4835956	0.5200278	0.489526	0.510474	1.902562
942	-1408.542	-1492.585	84.04238	0.6556433	0.4617308	0.514005	0.485995	1.84133
948	-1408.08	-1492.024	83.94372	0.597257	0.6289348	0.39099	0.60901	1.769248
954	-1417.753	-1501.647	83.89357	0.838551	0.7592373	0.323966	0.676034	1.508517
960	-1414.236	-1498.258	84.02142	0.6142184	0.6204434	0.557346	0.442654	1.711248
966	-1404.498	-1488.825	84.32694	0.5595703	0.612851	0.426496	0.573504	1.537784
972	-1400.5	-1484.758	84.25817	0.6561272	0.6073409	0.443745	0.556255	1.52303
978	-1406.027	-1490.599	84.57198	0.5440045	0.5145902	0.482021	0.517979	1.477993
984	-1408.715	-1492.568	83.85302	0.5533606	0.5382587	0.431166	0.568834	1.953345
990	-1418.887	-1502.689	83.80172	0.5271895	0.4836395	0.446392	0.553608	2.064177
996	-1417.028	-1501.598	84.56981	0.8421399	0.4976268	0.621287	0.378713	1.266827
1002	-1413.948	-1497.982	84.03457	0.4779293	0.5320261	0.499004	0.500996	1.888255
1008	-1415.68	-1499.176	83.49596	0.5924321	0.8099652	0.519008	0.480992	1.920823
1014	-1413.587	-1497.527	83.94028	0.3827406	0.5454139	0.382876	0.617124	2.001648
1020	-1412.686	-1497.257	84.57175	0.6977756	0.4718395	0.638403	0.361597	1.41521
1026	-1412.177	-1496.482	84.30516	0.6406943	0.4884151	0.530128	0.469872	1.635188
1032	-1417.688	-1501.729	84.0415	0.3615123	0.5172715	0.469489	0.530511	1.978012
1038	-1413.139	-1497.058	83.91916	0.4575819	0.5815011	0.469489	0.530511	1.928818
1044	-1417.072	-1501.341	84.26955	0.3762369	0.5815011	0.441625	0.558375	1.743906
1050	-1421.106	-1506.126	85.02017	0.8405878	0.4170044	0.436929	0.563071	0.9902976
1056	-1422.329	-1506.726	84.39693	1.051822	0.6405741	0.548039	0.451961	1.043014
1062	-1410.876	-1495.655	84.77924	0.9775558	0.5329064	0.395628	0.604372	0.888434
1068	-1411.643	-1496.182	84.53956	1.138824	0.5841476	0.395628	0.604372	0.888434
1074	-1407.314	-1492.03	84.71544	1.138824	0.5293804	0.491589	0.508411	0.7727321
1080	-1405.309	-1490.015	84.70586	0.8702606	0.6185286	0.491051	0.508949	0.946004
1086	-1412.966	-1497.422	84.45593	0.7305536	0.5239589	0.511777	0.488223	1.412553
1092	-1403.056	-1487.242	84.18553	0.8499724	0.6224151	0.518571	0.481429	1.414805
1098	-1402.466	-1486.837	84.37098	0.6218363	0.5675185	0.47343	0.52657	1.508306
1104	-1406.031	-1490.245	84.21386	0.6377619	0.6629001	0.497839	0.502161	1.511913
1110	-1407.287	-1491.686	84.39934	0.4206081	0.5116369	0.497839	0.502161	1.697701
1116	-1406.217	-1490.091	83.87421	0.5281791	0.6479943	0.556631	0.443369	1.84672
1122	-1407.972	-1492.242	84.26951	0.6748969	0.4783537	0.56343	0.43657	1.648477
1128	-1409.818	-1494.098	84.27947	0.4527368	0.5004979	0.56343	0.43657	1.772171
1134	-1403.642	-1487.756	84.11427	0.4557839	0.5687038	0.604676	0.395324	1.809945
1140	-1413.404	-1497.577	84.17346	0.4477062	0.6745016	0.604676	0.395324	1.668666
1146	-1402.714	-1486.918	84.20374	0.5241152	0.4848047	0.527113	0.472887	1.793414
1152	-1399.988	-1484.012	84.02357	0.5572152	0.6692682	0.555706	0.444294	1.702359
1158	-1406.381	-1490.361	83.97983	0.3422385	0.6546794	0.532432	0.467568	1.895271
1164	-1411.053	-1495.211	84.15844	0.5761225	0.6370166	0.443133	0.556867	1.623957
1170	-1408.255	-1492.818	84.56302	0.5178668	0.5018121	0.497407	0.502593	1.519994
1176	-1409.97	-1494.628	84.65822	0.5390918	0.4605046	0.508422	0.491578	1.485333
1182	-1407.499	-1491.719	84.22014	0.5390918	0.4605046	0.515368	0.484632	1.800622
1188	-1407.831	-1491.671	83.83929	0.3242996	0.7477603	0.414097	0.585903	1.92062
1194	-1416.798	-1500.722	83.92395	0.3408145	0.5900497	0.446891	0.553109	1.995473
1200	-1420.849	-1504.607	83.75804	0.4203239	0.5541199	0.427504	0.572496	2.088472
1206	-1416.782	-1500.496	83.71429	0.5362943	0.6425323	0.616394	0.383606	1.954837
1212	-1407.684	-1491.604	83.92001	0.5506495	0.4615682	0.494788	0.505212	1.995315
1218	-1407.192	-1491.325	84.13331	0.5988001	0.4859063	0.613753	0.386247	1.789172
1224	-1417.758	-1502.347	84.58818	0.07844661	0.4637917	0.399983	0.600017	1.860376
1230	-1421.958	-1505.789	83.83121	0.3520269	0.8076717	0.42124	0.57876	1.858161
1236	-1415.609	-1500.242	84.63278	0.5402695	0.4736356	0.505608	0.494392	1.486462
1242	-1412.412	-1496.911	84.49921	0.09023473	0.5358942	0.404273	0.595727	1.831457
1248	-1411.853	-1495.741	83.88795	0.1145658	0.4588282	0.545434	0.454566	2.303628
1254	-1420.356	-1504.242	83.88689	0.1705587	0.6155108	0.491897	0.508103	2.108148
1260	-1414.974	-1498.983	84.00874	0.08754883	0.5988336	0.465142	0.534858	2.098443
1266	-1412.154	-1496.051	83.89698	0.1993103	0.5988336	0.465142	0.534858	2.098443
1272	-1412.181	-1496.483	84.30232	0.483631	0.528541	0.509852	0.490148	1.702526
1278	-1418.576	-1503.105	84.52913	0.5170485	0.4364772	0.471626	0.528374	1.628261
1284	-1413.438	-1497.678	84.24025	0.5748637	0.5130983	0.398086	0.601914	1.699447
1290	-1406.119	-1490.826	84.70753	0.7361856	0.4471391	0.596983	0.403017	1.311849
1296	-1406.915	-1491.298	84.38262	0.8386247	0.5761411	0.477022	0.522978	1.32149
1302	-1402.513	-1486.904	84.39103	0.7936255	0.6085096	0.510838	0.489162	1.312704
1308	-1409.494	-1493.636	84.14133	0.6657143	0.7103223	0.534311	0.465689	1.49843
1314	-1404.717	-1488.757	84.04045	0.3348441	0.5480971	0.500271	0.499729	1.963913
1320	-1404.44	-1488.348	83.90795	0.3896763	0.4735606	0.589851	0.410149	2.096076
1326	-1404.106	-1487.795	83.68854	0.4362256	0.6410846	0.589851	0.410149	2.040092
1332	-1404.757	-1488.877	84.11934	0.345654	0.4947136	0.463647	0.536353	1.961267
1338	-1409.305	-1493.258	83.95332	0.512433	0.4377085	0.559585	0.440415	2.026837
1344	-1402.074	-1486.035	83.96096	0.2873181	0.5494234	0.540605	0.459395	2.047146
1350	-1398.201	-1482.387	84.1855	0.4380794	0.563601	0.540605	0.459395	1.778203
1356	-1398.648	-1482.754	84.1053	0.5514317	0.6026481	0.453185	0.546815	1.714377
1362	-1398.932	-1483.41	84.47785	0.7043952	0.5643611	0.585147	0.414853	1.366683
1368	-1400.59	-1484.349	83.75904	0.4602351	0.7576218	0.585147	0.414853	1.874556
1374	-1401.637	-1485.785	84.14754	0.3567143	0.4703225	0.505224	0.494776	1.962665
1380	-1405.47	-1489.708	84.23888	0.4575469	0.4703225	0.488424	0.511576	1.83218
1386	-1401.011	-1484.902	83.89143	0.7891868	0.8256337	0.51569	0.48431	1.487926
1392	-1409.81	-1494.034	84.2242	0.7891868	0.8316004	0.404498	0.595502	1.218039
