"scenario","modelID","metric","rho","lower","upper","p.value","n"
"nt","model10","cov_error_rate_loss",-0.371153744479045,-0.905821627315677,0.326019829264631,0.365355936328777,8
"nt","model10","cov_error_cgr",-0.407490355498106,-0.519319254624616,-0.283528789021483,4.46220965572499e-09,192
"nt","model11","mean_rhat_max",0.906121992241543,0.877242173735331,0.92391400627537,6.48927893556257e-73,192
"nt","model11","mean_ess_min",0.0924046469359521,-0.0499805564662833,0.244792462330319,0.202392601216417,192
"nt","model11","mean_asdsf",-0.933446138404362,-0.946828892857332,-0.911011239939474,1.56522287895965e-86,192
"nt","model11","pass_rate",NA,NA,NA,NA,192
"nt","model11","mse_tree_len",-0.278638133087378,-0.434834961435103,-0.11698005297106,9.09674506969504e-05,192
"nt","model11","cov_error_tree_len",-0.449764744156942,-0.574332982951267,-0.307014679715347,5.96849161326698e-11,192
"nt","model11","mean_mse_rate_loss",NA,NA,NA,NA,0
"nt","model11","cov_error_rate_loss",NA,NA,NA,NA,0
"nt","model11","cov_error_cgr",-0.449764744156942,-0.574332982951267,-0.307014679715347,5.96849161326698e-11,192
"nt","model12","mean_rhat_max",0.202640462985291,0.0209733722000311,0.374781538424141,0.0148581163171421,144
"nt","model12","mean_ess_min",0.432340647857889,0.253821270960886,0.58161653510662,6.25842517833487e-08,144
"nt","model12","mean_asdsf",-0.392219274977896,-0.526405463398773,-0.246738856873557,1.16283303020495e-06,144
"nt","model12","pass_rate",0.247608643448398,0.0607238670789231,0.406420761572868,0.00277024495837754,144
"nt","model12","mse_tree_len",-0.0714532593842939,-0.216614050560705,0.0969627246018217,0.394738983642159,144
"nt","model12","cov_error_tree_len",-0.313925117327816,-0.452137090539895,-0.169258614897629,0.000127316289458344,144
"nt","model12","mean_mse_rate_loss",NA,NA,NA,NA,0
"nt","model12","cov_error_rate_loss",NA,NA,NA,NA,0
"nt","model12","cov_error_cgr",-0.30964166813435,-0.433481914496454,-0.168430156281189,0.000159007282507669,144
"nt","model2","mean_rhat_max",0.778004028429591,0.696845035328331,0.837389154314531,3.2805101486919e-40,192
"nt","model2","mean_ess_min",-0.00153100670048558,-0.145331921625728,0.151931234188983,0.983185242043393,192
"nt","model2","mean_asdsf",-0.853164080514337,-0.898827892616079,-0.784129965321321,1.35208774072442e-55,192
"nt","model2","pass_rate",0.025383328045845,-0.161055961558623,0.186550501236737,0.72672801458011,192
"nt","model2","mse_tree_len",-0.849369625369612,-0.884742407979231,-0.801737267418573,1.26174689045268e-54,192
"nt","model2","cov_error_tree_len",-0.724088426931071,-0.788666290906053,-0.651988876879348,1.76388192151412e-32,192
"nt","model2","mean_mse_rate_loss",NA,NA,NA,NA,0
"nt","model2","cov_error_rate_loss",NA,NA,NA,NA,0
"nt","model2","cov_error_cgr",-0.726470190099569,-0.790692152797702,-0.653193229932967,8.79688342174523e-33,192
"nt","model3","mean_rhat_max",0.90732238287714,0.871746730638215,0.926889343310887,2.02603735670164e-73,192
"nt","model3","mean_ess_min",0.0735408811002903,-0.0743235734931894,0.226888404149111,0.310710854286843,192
"nt","model3","mean_asdsf",-0.926732089086618,-0.941722403789536,-0.902887524492095,1.04593530978129e-82,192
"nt","model3","pass_rate",-0.142535881990521,-0.231018246224713,-0.0907383028082556,0.0485845342556265,192
"nt","model3","mse_tree_len",-0.418815953666278,-0.539543456710048,-0.296568337485782,1.4882938731198e-09,192
"nt","model3","cov_error_tree_len",-0.722475355680042,-0.786354418860627,-0.645641923795671,2.8138789949106e-32,192
