"scenario","modelID","gridTag","parameter","true_value","coverage_rate","n_covers","n_total","tree_length","gain_loss","n_char"
"nt","model6","tl1.50_gl0.25_pr1.00_c100","gain_loss_neo",4,NA,0,0,1.5,0.25,100
"nt","model6","tl1.50_gl0.25_pr1.00_c100","gain_loss_trans",4,NA,0,0,1.5,0.25,100
"nt","model6","tl2.50_gl0.25_pr1.00_c100","tree_length",2.5,0.5,5,10,2.5,0.25,100
"nt","model6","tl2.50_gl0.25_pr1.00_c100","gain_loss_neo",4,NA,0,0,2.5,0.25,100
"nt","model6","tl2.50_gl0.25_pr1.00_c100","gain_loss_trans",4,NA,0,0,2.5,0.25,100
"nt","model6","tl5.00_gl0.25_pr1.00_c100","tree_length",5,0.7,7,10,5,0.25,100
"nt","model6","tl5.00_gl0.25_pr1.00_c100","gain_loss_neo",4,NA,0,0,5,0.25,100
"nt","model6","tl5.00_gl0.25_pr1.00_c100","gain_loss_trans",4,NA,0,0,5,0.25,100
"nt","model6","tl1.00_gl0.50_pr1.00_c100","tree_length",1,0.777777777777778,7,9,1,0.5,100
"nt","model6","tl1.00_gl0.50_pr1.00_c100","gain_loss_neo",2,NA,0,0,1,0.5,100
"nt","model6","tl1.00_gl0.50_pr1.00_c100","gain_loss_trans",2,NA,0,0,1,0.5,100
"nt","model6","tl1.50_gl0.50_pr1.00_c100","tree_length",1.5,0.5,5,10,1.5,0.5,100
"nt","model6","tl1.50_gl0.50_pr1.00_c100","gain_loss_neo",2,NA,0,0,1.5,0.5,100
"nt","model6","tl1.50_gl0.50_pr1.00_c100","gain_loss_trans",2,NA,0,0,1.5,0.5,100
"nt","model6","tl2.50_gl0.50_pr1.00_c100","tree_length",2.5,0.5,5,10,2.5,0.5,100
"nt","model6","tl2.50_gl0.50_pr1.00_c100","gain_loss_neo",2,NA,0,0,2.5,0.5,100
"nt","model6","tl2.50_gl0.50_pr1.00_c100","gain_loss_trans",2,NA,0,0,2.5,0.5,100
"nt","model6","tl5.00_gl0.50_pr1.00_c100","tree_length",5,0.4,4,10,5,0.5,100
"nt","model6","tl5.00_gl0.50_pr1.00_c100","gain_loss_neo",2,NA,0,0,5,0.5,100
"nt","model6","tl5.00_gl0.50_pr1.00_c100","gain_loss_trans",2,NA,0,0,5,0.5,100
"nt","model6","tl1.00_gl1.00_pr1.00_c100","tree_length",1,0.6,6,10,1,1,100
"nt","model6","tl1.00_gl1.00_pr1.00_c100","gain_loss_neo",1,NA,0,0,1,1,100
"nt","model6","tl1.00_gl1.00_pr1.00_c100","gain_loss_trans",1,NA,0,0,1,1,100
"nt","model6","tl1.50_gl1.00_pr1.00_c100","tree_length",1.5,0.5,5,10,1.5,1,100
"nt","model6","tl1.50_gl1.00_pr1.00_c100","gain_loss_neo",1,NA,0,0,1.5,1,100
"nt","model6","tl1.50_gl1.00_pr1.00_c100","gain_loss_trans",1,NA,0,0,1.5,1,100
"nt","model6","tl2.50_gl1.00_pr1.00_c100","tree_length",2.5,0.5,5,10,2.5,1,100
"nt","model6","tl2.50_gl1.00_pr1.00_c100","gain_loss_neo",1,NA,0,0,2.5,1,100
"nt","model6","tl2.50_gl1.00_pr1.00_c100","gain_loss_trans",1,NA,0,0,2.5,1,100
"nt","model6","tl5.00_gl1.00_pr1.00_c100","tree_length",5,0.7,7,10,5,1,100
"nt","model6","tl5.00_gl1.00_pr1.00_c100","gain_loss_neo",1,NA,0,0,5,1,100
"nt","model6","tl5.00_gl1.00_pr1.00_c100","gain_loss_trans",1,NA,0,0,5,1,100
"nt","model6","tl1.00_gl0.10_pr2.50_c100","tree_length",1,0.7,7,10,1,0.1,100
"nt","model6","tl1.00_gl0.10_pr2.50_c100","gain_loss_neo",10,NA,0,0,1,0.1,100
"nt","model6","tl1.00_gl0.10_pr2.50_c100","gain_loss_trans",10,NA,0,0,1,0.1,100
"nt","model6","tl1.50_gl0.10_pr2.50_c100","tree_length",1.5,0.6,6,10,1.5,0.1,100
"nt","model6","tl1.50_gl0.10_pr2.50_c100","gain_loss_neo",10,NA,0,0,1.5,0.1,100
"nt","model6","tl1.50_gl0.10_pr2.50_c100","gain_loss_trans",10,NA,0,0,1.5,0.1,100
"nt","model6","tl2.50_gl0.10_pr2.50_c100","tree_length",2.5,0.7,7,10,2.5,0.1,100
"nt","model6","tl2.50_gl0.10_pr2.50_c100","gain_loss_neo",10,NA,0,0,2.5,0.1,100
"nt","model6","tl2.50_gl0.10_pr2.50_c100","gain_loss_trans",10,NA,0,0,2.5,0.1,100
"nt","model6","tl5.00_gl0.10_pr2.50_c100","tree_length",5,0,0,10,5,0.1,100
"nt","model6","tl5.00_gl0.10_pr2.50_c100","gain_loss_neo",10,NA,0,0,5,0.1,100
"nt","model6","tl5.00_gl0.10_pr2.50_c100","gain_loss_trans",10,NA,0,0,5,0.1,100
"nt","model6","tl1.00_gl0.25_pr2.50_c100","tree_length",1,0.8,8,10,1,0.25,100
"nt","model6","tl1.00_gl0.25_pr2.50_c100","gain_loss_neo",4,NA,0,0,1,0.25,100
"nt","model6","tl1.00_gl0.25_pr2.50_c100","gain_loss_trans",4,NA,0,0,1,0.25,100
"nt","model6","tl1.50_gl0.25_pr2.50_c100","tree_length",1.5,0.6,6,10,1.5,0.25,100
"nt","model6","tl1.50_gl0.25_pr2.50_c100","gain_loss_neo",4,NA,0,0,1.5,0.25,100
"nt","model6","tl1.50_gl0.25_pr2.50_c100","gain_loss_trans",4,NA,0,0,1.5,0.25,100
"nt","model6","tl2.50_gl0.25_pr2.50_c100","tree_length",2.5,0.1,1,10,2.5,0.25,100
"nt","model6","tl2.50_gl0.25_pr2.50_c100","gain_loss_neo",4,NA,0,0,2.5,0.25,100
"nt","model6","tl2.50_gl0.25_pr2.50_c100","gain_loss_trans",4,NA,0,0,2.5,0.25,100
"nt","model6","tl5.00_gl0.25_pr2.50_c100","tree_length",5,0.2,2,10,5,0.25,100
"nt","model6","tl5.00_gl0.25_pr2.50_c100","gain_loss_neo",4,NA,0,0,5,0.25,100
"nt","model6","tl5.00_gl0.25_pr2.50_c100","gain_loss_trans",4,NA,0,0,5,0.25,100
"nt","model6","tl1.00_gl0.50_pr2.50_c100","tree_length",1,0.6,6,10,1,0.5,100
"nt","model6","tl1.00_gl0.50_pr2.50_c100","gain_loss_neo",2,NA,0,0,1,0.5,100
"nt","model6","tl1.00_gl0.50_pr2.50_c100","gain_loss_trans",2,NA,0,0,1,0.5,100
"nt","model6","tl1.50_gl0.50_pr2.50_c100","tree_length",1.5,0.6,6,10,1.5,0.5,100
"nt","model6","tl1.50_gl0.50_pr2.50_c100","gain_loss_neo",2,NA,0,0,1.5,0.5,100
"nt","model6","tl1.50_gl0.50_pr2.50_c100","gain_loss_trans",2,NA,0,0,1.5,0.5,100
"nt","model6","tl2.50_gl0.50_pr2.50_c100","tree_length",2.5,0.3,3,10,2.5,0.5,100
"nt","model6","tl2.50_gl0.50_pr2.50_c100","gain_loss_neo",2,NA,0,0,2.5,0.5,100
"nt","model6","tl2.50_gl0.50_pr2.50_c100","gain_loss_trans",2,NA,0,0,2.5,0.5,100
"nt","model6","tl5.00_gl0.50_pr2.50_c100","tree_length",5,0.2,2,10,5,0.5,100
"nt","model6","tl5.00_gl0.50_pr2.50_c100","gain_loss_neo",2,NA,0,0,5,0.5,100
"nt","model6","tl5.00_gl0.50_pr2.50_c100","gain_loss_trans",2,NA,0,0,5,0.5,100
"nt","model6","tl1.00_gl1.00_pr2.50_c100","tree_length",1,0.8,8,10,1,1,100
"nt","model6","tl1.00_gl1.00_pr2.50_c100","gain_loss_neo",1,NA,0,0,1,1,100
"nt","model6","tl1.00_gl1.00_pr2.50_c100","gain_loss_trans",1,NA,0,0,1,1,100
"nt","model6","tl1.50_gl1.00_pr2.50_c100","tree_length",1.5,0.3,3,10,1.5,1,100
"nt","model6","tl1.50_gl1.00_pr2.50_c100","gain_loss_neo",1,NA,0,0,1.5,1,100
"nt","model6","tl1.50_gl1.00_pr2.50_c100","gain_loss_trans",1,NA,0,0,1.5,1,100
"nt","model6","tl2.50_gl1.00_pr2.50_c100","tree_length",2.5,0.5,5,10,2.5,1,100
"nt","model6","tl2.50_gl1.00_pr2.50_c100","gain_loss_neo",1,NA,0,0,2.5,1,100
"nt","model6","tl2.50_gl1.00_pr2.50_c100","gain_loss_trans",1,NA,0,0,2.5,1,100
"nt","model6","tl5.00_gl1.00_pr2.50_c100","tree_length",5,0.3,3,10,5,1,100
"nt","model6","tl5.00_gl1.00_pr2.50_c100","gain_loss_neo",1,NA,0,0,5,1,100
"nt","model6","tl5.00_gl1.00_pr2.50_c100","gain_loss_trans",1,NA,0,0,5,1,100
"nt","model6","tl1.00_gl0.10_pr5.00_c100","tree_length",1,0.9,9,10,1,0.1,100
"nt","model6","tl1.00_gl0.10_pr5.00_c100","gain_loss_neo",10,NA,0,0,1,0.1,100
"nt","model6","tl1.00_gl0.10_pr5.00_c100","gain_loss_trans",10,NA,0,0,1,0.1,100
"nt","model6","tl1.50_gl0.10_pr5.00_c100","tree_length",1.5,0.8,8,10,1.5,0.1,100
"nt","model6","tl1.50_gl0.10_pr5.00_c100","gain_loss_neo",10,NA,0,0,1.5,0.1,100
"nt","model6","tl1.50_gl0.10_pr5.00_c100","gain_loss_trans",10,NA,0,0,1.5,0.1,100
"nt","model6","tl2.50_gl0.10_pr5.00_c100","tree_length",2.5,0.7,7,10,2.5,0.1,100
"nt","model6","tl2.50_gl0.10_pr5.00_c100","gain_loss_neo",10,NA,0,0,2.5,0.1,100
"nt","model6","tl2.50_gl0.10_pr5.00_c100","gain_loss_trans",10,NA,0,0,2.5,0.1,100
"nt","model6","tl5.00_gl0.10_pr5.00_c100","tree_length",5,0,0,10,5,0.1,100
"nt","model6","tl5.00_gl0.10_pr5.00_c100","gain_loss_neo",10,NA,0,0,5,0.1,100
"nt","model6","tl5.00_gl0.10_pr5.00_c100","gain_loss_trans",10,NA,0,0,5,0.1,100
"nt","model6","tl1.00_gl0.25_pr5.00_c100","tree_length",1,0.7,7,10,1,0.25,100
"nt","model6","tl1.00_gl0.25_pr5.00_c100","gain_loss_neo",4,NA,0,0,1,0.25,100
"nt","model6","tl1.00_gl0.25_pr5.00_c100","gain_loss_trans",4,NA,0,0,1,0.25,100
"nt","model6","tl1.50_gl0.25_pr5.00_c100","tree_length",1.5,0.3,3,10,1.5,0.25,100
"nt","model6","tl1.50_gl0.25_pr5.00_c100","gain_loss_neo",4,NA,0,0,1.5,0.25,100
"nt","model6","tl1.50_gl0.25_pr5.00_c100","gain_loss_trans",4,NA,0,0,1.5,0.25,100
"nt","model6","tl2.50_gl0.25_pr5.00_c100","tree_length",2.5,0.2,2,10,2.5,0.25,100
"nt","model6","tl2.50_gl0.25_pr5.00_c100","gain_loss_neo",4,NA,0,0,2.5,0.25,100
"nt","model6","tl2.50_gl0.25_pr5.00_c100","gain_loss_trans",4,NA,0,0,2.5,0.25,100
"nt","model6","tl5.00_gl0.25_pr5.00_c100","tree_length",5,0.1,1,10,5,0.25,100
"nt","model6","tl5.00_gl0.25_pr5.00_c100","gain_loss_neo",4,NA,0,0,5,0.25,100
"nt","model6","tl5.00_gl0.25_pr5.00_c100","gain_loss_trans",4,NA,0,0,5,0.25,100
"nt","model6","tl1.00_gl0.50_pr5.00_c100","tree_length",1,0.7,7,10,1,0.5,100
"nt","model6","tl1.00_gl0.50_pr5.00_c100","gain_loss_neo",2,NA,0,0,1,0.5,100
"nt","model6","tl1.00_gl0.50_pr5.00_c100","gain_loss_trans",2,NA,0,0,1,0.5,100
"nt","model6","tl1.50_gl0.50_pr5.00_c100","tree_length",1.5,0.2,2,10,1.5,0.5,100
"nt","model6","tl1.50_gl0.50_pr5.00_c100","gain_loss_neo",2,NA,0,0,1.5,0.5,100
"nt","model6","tl1.50_gl0.50_pr5.00_c100","gain_loss_trans",2,NA,0,0,1.5,0.5,100
"nt","model6","tl2.50_gl0.50_pr5.00_c100","tree_length",2.5,0.1,1,10,2.5,0.5,100
"nt","model6","tl2.50_gl0.50_pr5.00_c100","gain_loss_neo",2,NA,0,0,2.5,0.5,100
"nt","model6","tl2.50_gl0.50_pr5.00_c100","gain_loss_trans",2,NA,0,0,2.5,0.5,100
"nt","model6","tl5.00_gl0.50_pr5.00_c100","tree_length",5,0,0,10,5,0.5,100
"nt","model6","tl5.00_gl0.50_pr5.00_c100","gain_loss_neo",2,NA,0,0,5,0.5,100
"nt","model6","tl5.00_gl0.50_pr5.00_c100","gain_loss_trans",2,NA,0,0,5,0.5,100
"nt","model6","tl1.00_gl1.00_pr5.00_c100","tree_length",1,0.6,6,10,1,1,100
"nt","model6","tl1.00_gl1.00_pr5.00_c100","gain_loss_neo",1,NA,0,0,1,1,100
"nt","model6","tl1.00_gl1.00_pr5.00_c100","gain_loss_trans",1,NA,0,0,1,1,100
"nt","model6","tl1.50_gl1.00_pr5.00_c100","tree_length",1.5,0,0,10,1.5,1,100
"nt","model6","tl1.50_gl1.00_pr5.00_c100","gain_loss_neo",1,NA,0,0,1.5,1,100
"nt","model6","tl1.50_gl1.00_pr5.00_c100","gain_loss_trans",1,NA,0,0,1.5,1,100
"nt","model6","tl2.50_gl1.00_pr5.00_c100","tree_length",2.5,0.1,1,10,2.5,1,100
"nt","model6","tl2.50_gl1.00_pr5.00_c100","gain_loss_neo",1,NA,0,0,2.5,1,100
"nt","model6","tl2.50_gl1.00_pr5.00_c100","gain_loss_trans",1,NA,0,0,2.5,1,100
"nt","model6","tl5.00_gl1.00_pr5.00_c100","tree_length",5,0,0,10,5,1,100
"nt","model6","tl5.00_gl1.00_pr5.00_c100","gain_loss_neo",1,NA,0,0,5,1,100
"nt","model6","tl5.00_gl1.00_pr5.00_c100","gain_loss_trans",1,NA,0,0,5,1,100
"nt","model6","tl1.00_gl0.10_pr1.00_c200","tree_length",1,0.1,1,10,1,0.1,200
"nt","model6","tl1.00_gl0.10_pr1.00_c200","gain_loss_neo",10,NA,0,0,1,0.1,200
"nt","model6","tl1.00_gl0.10_pr1.00_c200","gain_loss_trans",10,NA,0,0,1,0.1,200
"nt","model6","tl1.50_gl0.10_pr1.00_c200","tree_length",1.5,0.3,3,10,1.5,0.1,200
"nt","model6","tl1.50_gl0.10_pr1.00_c200","gain_loss_neo",10,NA,0,0,1.5,0.1,200
"nt","model6","tl1.50_gl0.10_pr1.00_c200","gain_loss_trans",10,NA,0,0,1.5,0.1,200
"nt","model6","tl2.50_gl0.10_pr1.00_c200","tree_length",2.5,0.8,8,10,2.5,0.1,200
"nt","model6","tl2.50_gl0.10_pr1.00_c200","gain_loss_neo",10,NA,0,0,2.5,0.1,200
"nt","model6","tl2.50_gl0.10_pr1.00_c200","gain_loss_trans",10,NA,0,0,2.5,0.1,200
"nt","model6","tl5.00_gl0.10_pr1.00_c200","tree_length",5,0.1,1,10,5,0.1,200
"nt","model6","tl5.00_gl0.10_pr1.00_c200","gain_loss_neo",10,NA,0,0,5,0.1,200
"nt","model6","tl5.00_gl0.10_pr1.00_c200","gain_loss_trans",10,NA,0,0,5,0.1,200
"nt","model6","tl1.00_gl0.25_pr1.00_c200","tree_length",1,0.5,5,10,1,0.25,200
"nt","model6","tl1.00_gl0.25_pr1.00_c200","gain_loss_neo",4,NA,0,0,1,0.25,200
"nt","model6","tl1.00_gl0.25_pr1.00_c200","gain_loss_trans",4,NA,0,0,1,0.25,200
"nt","model6","tl1.50_gl0.25_pr1.00_c200","tree_length",1.5,0.4,4,10,1.5,0.25,200
"nt","model6","tl1.50_gl0.25_pr1.00_c200","gain_loss_neo",4,NA,0,0,1.5,0.25,200
"nt","model6","tl1.50_gl0.25_pr1.00_c200","gain_loss_trans",4,NA,0,0,1.5,0.25,200
"nt","model6","tl2.50_gl0.25_pr1.00_c200","tree_length",2.5,0.7,7,10,2.5,0.25,200
"nt","model6","tl2.50_gl0.25_pr1.00_c200","gain_loss_neo",4,NA,0,0,2.5,0.25,200
"nt","model6","tl2.50_gl0.25_pr1.00_c200","gain_loss_trans",4,NA,0,0,2.5,0.25,200
"nt","model6","tl5.00_gl0.25_pr1.00_c200","tree_length",5,0.9,9,10,5,0.25,200
"nt","model6","tl5.00_gl0.25_pr1.00_c200","gain_loss_neo",4,NA,0,0,5,0.25,200
"nt","model6","tl5.00_gl0.25_pr1.00_c200","gain_loss_trans",4,NA,0,0,5,0.25,200
"nt","model6","tl1.00_gl0.50_pr1.00_c200","tree_length",1,0.5,5,10,1,0.5,200
"nt","model6","tl1.00_gl0.50_pr1.00_c200","gain_loss_neo",2,NA,0,0,1,0.5,200
"nt","model6","tl1.00_gl0.50_pr1.00_c200","gain_loss_trans",2,NA,0,0,1,0.5,200
"nt","model6","tl1.50_gl0.50_pr1.00_c200","tree_length",1.5,0.444444444444444,4,9,1.5,0.5,200
"nt","model6","tl1.50_gl0.50_pr1.00_c200","gain_loss_neo",2,NA,0,0,1.5,0.5,200
"nt","model6","tl1.50_gl0.50_pr1.00_c200","gain_loss_trans",2,NA,0,0,1.5,0.5,200
"nt","model6","tl2.50_gl0.50_pr1.00_c200","tree_length",2.5,0.6,6,10,2.5,0.5,200
"nt","model6","tl2.50_gl0.50_pr1.00_c200","gain_loss_neo",2,NA,0,0,2.5,0.5,200
"nt","model6","tl2.50_gl0.50_pr1.00_c200","gain_loss_trans",2,NA,0,0,2.5,0.5,200
"nt","model6","tl5.00_gl0.50_pr1.00_c200","tree_length",5,0.4,4,10,5,0.5,200
"nt","model6","tl5.00_gl0.50_pr1.00_c200","gain_loss_neo",2,NA,0,0,5,0.5,200
"nt","model6","tl5.00_gl0.50_pr1.00_c200","gain_loss_trans",2,NA,0,0,5,0.5,200
"nt","model6","tl1.00_gl1.00_pr1.00_c200","tree_length",1,0.6,6,10,1,1,200
"nt","model6","tl1.00_gl1.00_pr1.00_c200","gain_loss_neo",1,NA,0,0,1,1,200
"nt","model6","tl1.00_gl1.00_pr1.00_c200","gain_loss_trans",1,NA,0,0,1,1,200
"nt","model6","tl1.50_gl1.00_pr1.00_c200","tree_length",1.5,0.5,5,10,1.5,1,200
"nt","model6","tl1.50_gl1.00_pr1.00_c200","gain_loss_neo",1,NA,0,0,1.5,1,200
"nt","model6","tl1.50_gl1.00_pr1.00_c200","gain_loss_trans",1,NA,0,0,1.5,1,200
"nt","model6","tl2.50_gl1.00_pr1.00_c200","tree_length",2.5,0.5,5,10,2.5,1,200
"nt","model6","tl2.50_gl1.00_pr1.00_c200","gain_loss_neo",1,NA,0,0,2.5,1,200
"nt","model6","tl2.50_gl1.00_pr1.00_c200","gain_loss_trans",1,NA,0,0,2.5,1,200
"nt","model6","tl5.00_gl1.00_pr1.00_c200","tree_length",5,0.3,3,10,5,1,200
"nt","model6","tl5.00_gl1.00_pr1.00_c200","gain_loss_neo",1,NA,0,0,5,1,200
"nt","model6","tl5.00_gl1.00_pr1.00_c200","gain_loss_trans",1,NA,0,0,5,1,200
"nt","model6","tl1.00_gl0.10_pr2.50_c200","tree_length",1,0.5,5,10,1,0.1,200
"nt","model6","tl1.00_gl0.10_pr2.50_c200","gain_loss_neo",10,NA,0,0,1,0.1,200
"nt","model6","tl1.00_gl0.10_pr2.50_c200","gain_loss_trans",10,NA,0,0,1,0.1,200
"nt","model6","tl1.50_gl0.10_pr2.50_c200","tree_length",1.5,0.8,8,10,1.5,0.1,200
"nt","model6","tl1.50_gl0.10_pr2.50_c200","gain_loss_neo",10,NA,0,0,1.5,0.1,200
"nt","model6","tl1.50_gl0.10_pr2.50_c200","gain_loss_trans",10,NA,0,0,1.5,0.1,200
"nt","model6","tl2.50_gl0.10_pr2.50_c200","tree_length",2.5,0.7,7,10,2.5,0.1,200
"nt","model6","tl2.50_gl0.10_pr2.50_c200","gain_loss_neo",10,NA,0,0,2.5,0.1,200
"nt","model6","tl2.50_gl0.10_pr2.50_c200","gain_loss_trans",10,NA,0,0,2.5,0.1,200
"nt","model6","tl5.00_gl0.10_pr2.50_c200","tree_length",5,0.1,1,10,5,0.1,200
"nt","model6","tl5.00_gl0.10_pr2.50_c200","gain_loss_neo",10,NA,0,0,5,0.1,200
"nt","model6","tl5.00_gl0.10_pr2.50_c200","gain_loss_trans",10,NA,0,0,5,0.1,200
"nt","model6","tl1.00_gl0.25_pr2.50_c200","tree_length",1,0.8,8,10,1,0.25,200
"nt","model6","tl1.00_gl0.25_pr2.50_c200","gain_loss_neo",4,NA,0,0,1,0.25,200
"nt","model6","tl1.00_gl0.25_pr2.50_c200","gain_loss_trans",4,NA,0,0,1,0.25,200
"nt","model6","tl1.50_gl0.25_pr2.50_c200","tree_length",1.5,0.6,6,10,1.5,0.25,200
"nt","model6","tl1.50_gl0.25_pr2.50_c200","gain_loss_neo",4,NA,0,0,1.5,0.25,200
"nt","model6","tl1.50_gl0.25_pr2.50_c200","gain_loss_trans",4,NA,0,0,1.5,0.25,200
"nt","model6","tl2.50_gl0.25_pr2.50_c200","tree_length",2.5,0.3,3,10,2.5,0.25,200
"nt","model6","tl2.50_gl0.25_pr2.50_c200","gain_loss_neo",4,NA,0,0,2.5,0.25,200
"nt","model6","tl2.50_gl0.25_pr2.50_c200","gain_loss_trans",4,NA,0,0,2.5,0.25,200
"nt","model6","tl5.00_gl0.25_pr2.50_c200","tree_length",5,0,0,10,5,0.25,200
"nt","model6","tl5.00_gl0.25_pr2.50_c200","gain_loss_neo",4,NA,0,0,5,0.25,200
"nt","model6","tl5.00_gl0.25_pr2.50_c200","gain_loss_trans",4,NA,0,0,5,0.25,200
"nt","model6","tl1.00_gl0.50_pr2.50_c200","tree_length",1,0.6,6,10,1,0.5,200
"nt","model6","tl1.00_gl0.50_pr2.50_c200","gain_loss_neo",2,NA,0,0,1,0.5,200
"nt","model6","tl1.00_gl0.50_pr2.50_c200","gain_loss_trans",2,NA,0,0,1,0.5,200
"nt","model6","tl1.50_gl0.50_pr2.50_c200","tree_length",1.5,0.5,5,10,1.5,0.5,200
"nt","model6","tl1.50_gl0.50_pr2.50_c200","gain_loss_neo",2,NA,0,0,1.5,0.5,200
"nt","model6","tl1.50_gl0.50_pr2.50_c200","gain_loss_trans",2,NA,0,0,1.5,0.5,200
"nt","model6","tl2.50_gl0.50_pr2.50_c200","tree_length",2.5,0.3,3,10,2.5,0.5,200
"nt","model6","tl2.50_gl0.50_pr2.50_c200","gain_loss_neo",2,NA,0,0,2.5,0.5,200
"nt","model6","tl2.50_gl0.50_pr2.50_c200","gain_loss_trans",2,NA,0,0,2.5,0.5,200
"nt","model6","tl5.00_gl0.50_pr2.50_c200","tree_length",5,0.2,2,10,5,0.5,200
"nt","model6","tl5.00_gl0.50_pr2.50_c200","gain_loss_neo",2,NA,0,0,5,0.5,200
"nt","model6","tl5.00_gl0.50_pr2.50_c200","gain_loss_trans",2,NA,0,0,5,0.5,200
"nt","model6","tl1.00_gl1.00_pr2.50_c200","tree_length",1,0.6,6,10,1,1,200
"nt","model6","tl1.00_gl1.00_pr2.50_c200","gain_loss_neo",1,NA,0,0,1,1,200
"nt","model6","tl1.00_gl1.00_pr2.50_c200","gain_loss_trans",1,NA,0,0,1,1,200
"nt","model6","tl1.50_gl1.00_pr2.50_c200","tree_length",1.5,0.2,2,10,1.5,1,200
"nt","model6","tl1.50_gl1.00_pr2.50_c200","gain_loss_neo",1,NA,0,0,1.5,1,200
"nt","model6","tl1.50_gl1.00_pr2.50_c200","gain_loss_trans",1,NA,0,0,1.5,1,200
"nt","model6","tl2.50_gl1.00_pr2.50_c200","tree_length",2.5,0.3,3,10,2.5,1,200
"nt","model6","tl2.50_gl1.00_pr2.50_c200","gain_loss_neo",1,NA,0,0,2.5,1,200
"nt","model6","tl2.50_gl1.00_pr2.50_c200","gain_loss_trans",1,NA,0,0,2.5,1,200
"nt","model6","tl5.00_gl1.00_pr2.50_c200","tree_length",5,0.3,3,10,5,1,200
"nt","model6","tl5.00_gl1.00_pr2.50_c200","gain_loss_neo",1,NA,0,0,5,1,200
"nt","model6","tl5.00_gl1.00_pr2.50_c200","gain_loss_trans",1,NA,0,0,5,1,200
"nt","model6","tl1.00_gl0.10_pr5.00_c200","tree_length",1,0.666666666666667,6,9,1,0.1,200
"nt","model6","tl1.00_gl0.10_pr5.00_c200","gain_loss_neo",10,NA,0,0,1,0.1,200
"nt","model6","tl1.00_gl0.10_pr5.00_c200","gain_loss_trans",10,NA,0,0,1,0.1,200
"nt","model6","tl1.50_gl0.10_pr5.00_c200","tree_length",1.5,0.2,2,10,1.5,0.1,200
"nt","model6","tl1.50_gl0.10_pr5.00_c200","gain_loss_neo",10,NA,0,0,1.5,0.1,200
"nt","model6","tl1.50_gl0.10_pr5.00_c200","gain_loss_trans",10,NA,0,0,1.5,0.1,200
"nt","model6","tl2.50_gl0.10_pr5.00_c200","tree_length",2.5,0.3,3,10,2.5,0.1,200
"nt","model6","tl2.50_gl0.10_pr5.00_c200","gain_loss_neo",10,NA,0,0,2.5,0.1,200
"nt","model6","tl2.50_gl0.10_pr5.00_c200","gain_loss_trans",10,NA,0,0,2.5,0.1,200
"nt","model6","tl5.00_gl0.10_pr5.00_c200","tree_length",5,0,0,10,5,0.1,200
"nt","model6","tl5.00_gl0.10_pr5.00_c200","gain_loss_neo",10,NA,0,0,5,0.1,200
"nt","model6","tl5.00_gl0.10_pr5.00_c200","gain_loss_trans",10,NA,0,0,5,0.1,200
"nt","model6","tl1.00_gl0.25_pr5.00_c200","tree_length",1,0.8,8,10,1,0.25,200
"nt","model6","tl1.00_gl0.25_pr5.00_c200","gain_loss_neo",4,NA,0,0,1,0.25,200
"nt","model6","tl1.00_gl0.25_pr5.00_c200","gain_loss_trans",4,NA,0,0,1,0.25,200
"nt","model6","tl1.50_gl0.25_pr5.00_c200","tree_length",1.5,0,0,10,1.5,0.25,200
"nt","model6","tl1.50_gl0.25_pr5.00_c200","gain_loss_neo",4,NA,0,0,1.5,0.25,200
"nt","model6","tl1.50_gl0.25_pr5.00_c200","gain_loss_trans",4,NA,0,0,1.5,0.25,200
"nt","model6","tl2.50_gl0.25_pr5.00_c200","tree_length",2.5,0.2,2,10,2.5,0.25,200
"nt","model6","tl2.50_gl0.25_pr5.00_c200","gain_loss_neo",4,NA,0,0,2.5,0.25,200
"nt","model6","tl2.50_gl0.25_pr5.00_c200","gain_loss_trans",4,NA,0,0,2.5,0.25,200
"nt","model6","tl5.00_gl0.25_pr5.00_c200","tree_length",5,0.1,1,10,5,0.25,200
"nt","model6","tl5.00_gl0.25_pr5.00_c200","gain_loss_neo",4,NA,0,0,5,0.25,200
"nt","model6","tl5.00_gl0.25_pr5.00_c200","gain_loss_trans",4,NA,0,0,5,0.25,200
"nt","model6","tl1.00_gl0.50_pr5.00_c200","tree_length",1,0.3,3,10,1,0.5,200
"nt","model6","tl1.00_gl0.50_pr5.00_c200","gain_loss_neo",2,NA,0,0,1,0.5,200
"nt","model6","tl1.00_gl0.50_pr5.00_c200","gain_loss_trans",2,NA,0,0,1,0.5,200
"nt","model6","tl1.50_gl0.50_pr5.00_c200","tree_length",1.5,0.1,1,10,1.5,0.5,200
"nt","model6","tl1.50_gl0.50_pr5.00_c200","gain_loss_neo",2,NA,0,0,1.5,0.5,200
"nt","model6","tl1.50_gl0.50_pr5.00_c200","gain_loss_trans",2,NA,0,0,1.5,0.5,200
"nt","model6","tl2.50_gl0.50_pr5.00_c200","tree_length",2.5,0.1,1,10,2.5,0.5,200
"nt","model6","tl2.50_gl0.50_pr5.00_c200","gain_loss_neo",2,NA,0,0,2.5,0.5,200
"nt","model6","tl2.50_gl0.50_pr5.00_c200","gain_loss_trans",2,NA,0,0,2.5,0.5,200
"nt","model6","tl5.00_gl0.50_pr5.00_c200","tree_length",5,0,0,10,5,0.5,200
