Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
648	-276.0607	-322.0974	46.03666	0.9520777	0.7555724	0.1694679	0.747096	0.252904	0.4565033
654	-266.7178	-312.5832	45.86535	0.5182598	1.117706	0.191606	0.323951	0.676049	0.833128
660	-264.6105	-310.2372	45.62678	0.2375468	1.210495	0.3540412	0.368348	0.631652	0.868369
666	-263.7443	-309.0925	45.3482	0.2552861	1.899819	0.1887886	0.533546	0.466454	1.055711
672	-266.9731	-312.0522	45.07913	0.2718226	2.221552	0.1887886	0.644474	0.355526	1.118606
678	-277.3662	-321.816	44.44977	0.8722919	2.843367	0.2417842	0.733161	0.266839	0.5531865
684	-268.7223	-314.4514	45.72914	0.7952334	0.9187623	0.2564061	0.549712	0.450288	0.6326333
690	-280.5889	-325.4081	44.81923	0.7482133	1.929428	0.255547	0.740661	0.259339	0.8792936
696	-277.2736	-321.9239	44.65024	0.7273954	3.834647	0.1054544	0.784352	0.215648	0.5759795
702	-273.7394	-318.4402	44.70076	1.503621	1.300653	0.1652163	0.525342	0.474658	0.2202059
708	-272.773	-318.0735	45.30053	0.9220732	1.492717	0.179566	0.552136	0.447864	0.6682003
714	-270.2536	-314.8419	44.58832	1.094347	2.75725	0.1262076	0.776918	0.223082	0.3582397
720	-273.9033	-318.8298	44.92653	1.169366	2.220713	0.09235876	0.748929	0.251071	0.3707684
726	-266.7049	-311.6609	44.95598	1.048293	2.606894	0.07162858	0.767881	0.232119	0.3849348
732	-269.7404	-315.6876	45.94713	0.1285522	1.313372	0.1979719	0.699906	0.300094	0.9678475
738	-273.9973	-318.7469	44.74957	0.7648206	2.308897	0.2248767	0.528247	0.471753	0.781311
744	-273.9382	-320.7374	46.79917	0.6061739	0.4836788	0.1619467	0.438546	0.561454	0.5349105
750	-270.8999	-317.2714	46.37145	0.5841262	0.8809761	0.04852097	0.35539	0.64461	1.081561
756	-276.2546	-321.9009	45.6463	0.3161554	0.8358195	0.4660748	0.35539	0.64461	0.935468
762	-271.6452	-317.298	45.65285	0.04357826	1.287889	0.405783	0.587277	0.412723	0.8673808
768	-270.5128	-316.9165	46.40366	0.02341627	0.5475	0.1998518	0.280506	0.719494	1.389665
774	-268.8798	-314.7396	45.85981	0.04601348	1.126581	0.3206577	0.381844	0.618156	0.982963
780	-269.0746	-315.412	46.33738	0.07301328	0.4438994	0.3618139	0.424678	0.575322	1.219843
786	-272.7192	-319.7831	47.06389	0.134489	0.4438994	0.1613279	0.287521	0.712479	0.9734831
792	-269.7046	-316.2302	46.5256	0.4951819	0.5439125	0.2400608	0.379326	0.620674	0.6851586
798	-273.3705	-319.093	45.72251	0.6060042	1.193299	0.2214919	0.344698	0.655302	0.6851586
804	-273.2819	-319.3181	46.03622	0.07830166	1.193299	0.2214919	0.314749	0.685251	0.9616677
810	-275.0262	-322.1544	47.12821	0.1496072	0.6192803	0.1047977	0.539326	0.460674	0.8045577
816	-273.3044	-319.7892	46.48487	0.05249256	1.02277	0.08735101	0.545568	0.454432	1.157928
822	-267.063	-312.504	45.44099	0.7030571	1.835444	0.1449556	0.659837	0.340163	0.5689256
828	-272.0866	-317.4925	45.40591	0.5196705	2.234645	0.1295046	0.823915	0.176085	0.6797225
834	-273.0726	-317.329	44.25633	0.5381648	4.236359	0.1439336	0.824597	0.175403	1.004205
840	-282.0259	-326.8087	44.78276	0.6660966	3.927858	0.05930372	0.862929	0.137071	0.7831754
846	-280.6146	-325.2993	44.68469	0.8740264	3.188403	0.04555681	0.79691	0.20309	1.043222
852	-282.1679	-326.9618	44.79396	0.02762751	2.492491	0.3711189	0.819179	0.180821	1.061673
858	-275.6629	-320.0275	44.36461	0.02185524	2.492491	0.6314688	0.729088	0.270912	1.061673
864	-278.1293	-320.5254	42.39612	0.6870505	17.3704	0.09977411	0.96817	0.0318304	0.6208597
870	-274.4514	-318.6187	44.16734	0.02549543	4.441286	0.1949188	0.776494	0.223506	1.328962
876	-272.6019	-317.5863	44.98442	0.18993	3.424747	0.1844861	0.692178	0.307822	0.7264732
882	-274.7538	-318.2887	43.5349	0.5876948	10.68315	0.050268	0.937768	0.0622322	0.6097727
888	-270.54	-313.98	43.43998	0.4805939	10.56811	0.06801496	0.939723	0.0602771	0.8292335
894	-267.0484	-311.2513	44.20289	0.7958476	3.914982	0.2094246	0.729016	0.270984	0.4651353
900	-268.5562	-312.7148	44.15858	1.390285	1.664966	0.2771219	0.710362	0.289638	0.1963669
906	-267.7612	-312.0147	44.25353	1.622279	2.00636	0.1172299	0.641292	0.358708	0.2136527
912	-269.5777	-313.3537	43.776	1.622279	2.541869	0.1339777	0.65695	0.34305	0.1733148
918	-264.8419	-310.264	45.42204	0.8260056	1.439914	0.171931	0.655742	0.344258	0.7354063
924	-267.3496	-313.1142	45.76467	0.8909677	1.081041	0.1199407	0.443489	0.556511	0.8450456
930	-265.9681	-311.7157	45.74763	0.4526688	1.538906	0.1522735	0.395733	0.604267	0.794339
936	-268.2005	-313.3886	45.18808	1.019717	1.620192	0.1522735	0.505745	0.494255	0.6954029
942	-269.5817	-314.4589	44.87716	0.1312769	3.745372	0.1632756	0.747421	0.252579	0.8813964
948	-273.5921	-318.5559	44.96383	0.1428734	1.814876	0.4008013	0.747421	0.252579	1.092827
954	-272.1403	-317.4741	45.33384	0.1115772	1.814876	0.4008013	0.716055	0.283945	0.702609
960	-269.34	-313.7588	44.41886	0.03843061	1.814876	0.3565365	0.585903	0.414097	1.675488
966	-273.9785	-317.921	43.94247	0.1172916	2.719928	0.3565365	0.76592	0.23408	1.61239
972	-278.6275	-322.8203	44.19284	0.4937309	2.865703	0.2731198	0.543562	0.456438	1.222058
978	-274.3969	-318.2885	43.89162	0.7144542	4.400097	0.2731198	0.722185	0.277815	0.7047506
984	-267.69	-311.3399	43.64989	0.3677312	9.713205	0.08750258	0.889772	0.110228	0.755369
990	-273.8843	-318.1838	44.29948	1.125576	3.425992	0.1334791	0.821122	0.178878	0.4693244
996	-271.3798	-315.7134	44.33352	1.125576	4.054376	0.060426	0.735803	0.264197	0.347152
1002	-274.5193	-317.992	43.47266	1.598974	4.054376	0.1091046	0.928763	0.071237	0.2342901
1008	-270.8579	-315.0914	44.23349	1.123261	3.217576	0.1267924	0.6467	0.3533	0.2583193
1014	-268.1613	-313.2297	45.06835	0.4181169	1.833493	0.3150306	0.680996	0.319004	0.8754272
1020	-273.6502	-319.1101	45.45986	0.4447959	1.095756	0.3823346	0.467145	0.532855	0.8743518
1026	-269.7306	-315.4847	45.75406	0.5007736	1.095756	0.2313125	0.481238	0.518762	0.8743518
1032	-267.9871	-313.3185	45.33141	0.2637769	3.273764	0.05108531	0.817352	0.182648	0.9441422
1038	-267.5587	-312.0064	44.44768	0.1057813	4.188979	0.196671	0.815211	0.184789	1.084102
1044	-270.959	-315.3843	44.42536	0.04520601	4.188979	0.1963335	0.881694	0.118306	1.159812
1050	-265.3507	-312.1564	46.80572	0.08372191	0.7300497	0.1433997	0.196216	0.803784	0.9137343
1056	-263.4709	-309.5317	46.06077	0.4597853	1.187152	0.1475391	0.557141	0.442859	0.7598387
1062	-269.7709	-316.3267	46.55584	0.3640182	0.879865	0.1057841	0.485531	0.514469	0.841898
1068	-271.1833	-316.8479	45.66461	0.8545479	1.256694	0.1282936	0.473357	0.526643	0.7771265
1074	-274.8555	-319.2181	44.36258	0.3757279	4.209501	0.1876128	0.903477	0.0965227	0.9203233
1080	-275.0403	-319.5649	44.5246	0.2309722	6.677102	0.05428529	0.837369	0.162631	0.7410282
1086	-269.1363	-313.195	44.05873	0.2388171	8.03007	0.05564972	0.882825	0.117175	0.9556252
1092	-268.6701	-311.7822	43.11213	0.378704	13.64152	0.07428321	0.956162	0.0438383	0.8112388
1098	-268.8853	-312.507	43.62173	0.9042433	7.061114	0.08667009	0.916373	0.0836272	0.3248574
1104	-273.61	-316.7804	43.17044	0.3189866	13.06856	0.09830161	0.938866	0.0611336	0.7621551
1110	-273.881	-315.7305	41.84948	0.6145728	23.76687	0.09830161	0.957657	0.0423427	0.7596467
1116	-278.7205	-321.4793	42.75885	0.6367776	16.11309	0.03457586	0.908593	0.091407	0.8254178
1122	-269.5332	-312.4372	42.90401	0.6402345	15.72109	0.04338001	0.935115	0.0648854	0.5083354
1128	-274.9441	-318.1514	43.20732	0.793937	9.178155	0.1322112	0.94191	0.0580896	0.6076413
1134	-267.9135	-312.8012	44.88775	0.9549503	1.526255	0.3337702	0.46181	0.53819	0.499692
1140	-273.8778	-319.0162	45.13834	0.5028116	1.568724	0.3337702	0.472921	0.527079	0.8521069
1146	-269.9501	-315.0404	45.09026	0.6238275	1.568724	0.3386212	0.565681	0.434319	0.7395647
1152	-273.5683	-318.603	45.03468	0.6158997	2.720349	0.1225881	0.73134	0.26866	0.7764511
1158	-270.3193	-315.2286	44.90929	0.3299776	3.327882	0.1713806	0.734563	0.265437	0.7487898
1164	-274.9566	-319.169	44.21239	0.2808463	3.978581	0.3717283	0.654683	0.345317	0.7517785
1170	-275.5386	-320.4151	44.87652	0.130487	2.18802	0.2742482	0.844467	0.155533	1.229241
1176	-275.8514	-321.6237	45.77239	0.3647115	1.15377	0.130628	0.413599	0.586401	1.243494
1182	-277.06	-321.585	44.52502	0.7380406	3.393949	0.1108942	0.823862	0.176138	0.9561388
1188	-270.9599	-316.3787	45.41879	0.2678358	2.603735	0.08701366	0.782674	0.217326	0.9722421
1194	-275.1834	-320.209	45.02562	0.8367376	2.603735	0.09714359	0.582146	0.417854	0.6925728
1200	-271.3965	-317.3192	45.9227	1.126962	0.5387311	0.2142933	0.418619	0.581381	0.3037297
1206	-270.3766	-315.2506	44.87403	1.507562	0.8837105	0.1860553	0.44971	0.55029	0.1724534
1212	-267.842	-313.1229	45.28089	1.593317	0.7311616	0.08597294	0.556398	0.443602	0.1578062
1218	-272.2853	-317.7508	45.4655	1.541568	0.7661226	0.107726	0.289406	0.710594	0.2470488
1224	-279.651	-324.4714	44.82042	1.055266	3.158031	0.04541857	0.778651	0.221349	0.6694248
1230	-267.8415	-315.3055	47.46403	0.1771806	0.3473113	0.0804067	0.353166	0.646834	1.036536
1236	-267.1144	-314.4234	47.30906	0.1897756	0.3942638	0.1065809	0.254576	0.745424	0.9696541
1242	-267.4282	-314.1732	46.74504	0.8517181	0.4863937	0.1065809	0.298178	0.701822	0.5829691
1248	-270.2836	-316.4516	46.168	0.7486106	0.8461405	0.1541281	0.507652	0.492348	0.6093557
1254	-267.7834	-312.1843	44.40098	0.3835734	4.14028	0.1414956	0.869042	0.130958	1.052729
1260	-278.6541	-324.6366	45.98249	0.6727999	0.8998016	0.2207882	0.41313	0.58687	0.4175752
1266	-274.5661	-319.4946	44.92845	1.337728	1.154819	0.2207882	0.523268	0.476732	0.2714767
1272	-273.3107	-318.5976	45.28691	1.329821	0.9045632	0.1993135	0.519605	0.480395	0.2998017
1278	-266.9492	-312.9318	45.98259	0.731361	0.772922	0.2206133	0.545831	0.454169	0.7613711
1284	-276.3561	-322.0339	45.6778	0.5393347	0.8040542	0.4299718	0.580319	0.419681	0.7447648
1290	-268.5707	-313.7958	45.22504	0.7931301	1.912371	0.1254958	0.603304	0.396696	0.837323
1296	-269.0969	-314.207	45.11007	0.08184457	1.912371	0.3463725	0.500951	0.499049	1.059445
1302	-264.5699	-309.8259	45.25597	0.01050612	1.912371	0.3463725	0.729613	0.270387	0.9864878
1308	-268.6763	-314.307	45.63075	0.02649188	2.015854	0.1757705	0.55584	0.44416	0.9749282
1314	-269.4179	-313.6551	44.23724	0.3537428	1.767708	0.5618602	0.448607	0.551393	1.32448
1320	-269.3964	-314.5117	45.11523	0.20053	1.993353	0.3022818	0.568361	0.431639	0.9865432
1326	-268.2524	-313.0529	44.80048	0.3184238	1.993353	0.3022818	0.577947	0.422053	1.170432
1332	-270.8351	-315.7403	44.90518	0.2323436	2.262926	0.224152	0.759944	0.240056	1.195606
1338	-272.2933	-316.7696	44.47629	0.452405	3.263816	0.2835262	0.820802	0.179198	0.7815508
1344	-269.0011	-313.2584	44.25728	0.081497	6.167937	0.1735456	0.835027	0.164973	0.8093777
1350	-277.45	-321.4201	43.97009	0.258539	5.111004	0.193649	0.830986	0.169014	1.137634
1356	-272.2372	-316.6812	44.44401	0.274126	5.483384	0.1008286	0.929315	0.0706847	0.8810195
1362	-273.7214	-319.4968	45.7754	0.787498	1.356896	0.1242959	0.453466	0.546534	0.4624281
1368	-276.8079	-321.7167	44.90873	1.096373	2.767643	0.06189206	0.656436	0.343564	0.5403999
1374	-271.2735	-316.4205	45.14697	0.6365048	3.048043	0.06272643	0.847366	0.152634	0.7557593
1380	-272.8257	-318.3079	45.48221	1.051692	1.59776	0.0851912	0.607457	0.392543	0.5941244
1386	-263.1681	-309.3802	46.21206	0.7929291	0.8736387	0.1266908	0.607457	0.392543	0.4745018
1392	-264.9741	-310.9324	45.95829	0.8532565	0.9454574	0.137146	0.671124	0.328876	0.7251819
1398	-267.1642	-313.0149	45.85069	0.3433855	0.8706448	0.2779856	0.516038	0.483962	1.050361
1404	-268.9176	-315.5845	46.66691	0.1019239	0.7256796	0.1889825	0.426274	0.573726	0.885143
1410	-269.759	-314.4742	44.71527	0.8714605	1.495183	0.4704605	0.519966	0.480034	0.5911409
1416	-266.5019	-311.0534	44.55157	1.135358	2.245691	0.2116135	0.519966	0.480034	0.5911409
1422	-264.9949	-310.5179	45.52297	0.2841615	2.245691	0.1628217	0.646478	0.353522	0.6681369
1428	-264.1486	-309.6417	45.49313	0.07471071	2.245691	0.1627314	0.819638	0.180362	0.9789028
1434	-268.8769	-313.7953	44.91848	0.1607384	4.810088	0.09325679	0.754146	0.245854	0.6782862
1440	-275.0244	-318.613	43.58857	1.384249	3.174845	0.2307762	0.839877	0.160123	0.2269786
1446	-268.9299	-312.9636	44.03375	1.250389	3.651866	0.1094512	0.723343	0.276657	0.2721844
1452	-269.6587	-314.0666	44.40791	1.784156	1.577062	0.04522653	0.596026	0.403974	0.1376179
1458	-279.6556	-323.1926	43.53707	1.817824	2.776183	0.09517332	0.692808	0.307192	0.1518737
1464	-277.9091	-322.8116	44.90256	1.028505	1.118808	0.4142451	0.401844	0.598156	0.7281124
1470	-268.1897	-312.5923	44.40253	0.8964684	2.737561	0.2712646	0.589269	0.410731	0.5079971
1476	-272.6873	-317.4648	44.77757	0.8639872	2.282199	0.2257868	0.73192	0.26808	0.5176092
1482	-270.265	-316.282	46.01695	1.203124	0.9066336	0.06816903	0.521742	0.478258	0.4697254
1488	-268.3755	-313.9867	45.61125	0.7062399	0.9066336	0.2676522	0.51754	0.48246	0.9101474
1494	-264.4515	-309.9235	45.47204	0.4838043	1.149872	0.3435397	0.57065	0.42935	0.849418
1500	-273.925	-318.6596	44.73459	1.020787	2.35819	0.1676021	0.565297	0.434703	0.3999538
1506	-267.4455	-312.0152	44.56978	0.4691853	2.701915	0.2694755	0.654784	0.345216	0.9737947
1512	-269.4088	-314.6799	45.27118	0.6680661	1.848371	0.1568358	0.587837	0.412163	0.8433302
1518	-266.8774	-312.5186	45.64123	0.3389283	2.130249	0.1021592	0.719229	0.280771	0.8433302
1524	-269.0936	-314.5659	45.47226	0.1587375	3.224355	0.07294915	0.738214	0.261786	0.7990254
1530	-266.7639	-312.1952	45.43127	0.167374	3.224355	0.05516086	0.645739	0.354261	0.9396751
1536	-265.8038	-310.767	44.96314	0.2585106	3.224355	0.1952975	0.666447	0.333553	0.7229413
1542	-263.2581	-308.7447	45.48656	0.7504244	1.322078	0.2173519	0.666447	0.333553	0.6755774
1548	-269.989	-315.5603	45.57131	0.1520682	2.002444	0.1413398	0.777266	0.222734	1.033706
1554	-270.765	-316.463	45.69797	0.1361191	1.600587	0.2131412	0.510247	0.489753	0.947802
1560	-265.4352	-311.2327	45.79752	0.08948202	1.47564	0.2131412	0.585835	0.414165	0.9862175
1566	-268.9813	-314.9499	45.9686	0.03993308	0.9629985	0.2879039	0.486461	0.513539	1.109004
1572	-269.3743	-315.556	46.18171	0.2190887	0.9731716	0.2010701	0.538926	0.461074	0.9411812
1578	-268.2269	-313.6792	45.45227	0.6339897	1.203871	0.3244022	0.471566	0.528434	0.6381035
1584	-273.5058	-317.8742	44.36842	0.2563233	2.66695	0.3931398	0.755535	0.244465	1.125617
1590	-273.7384	-318.2039	44.46553	0.2852706	2.817191	0.3931398	0.61963	0.38037	0.9360853
1596	-273.5669	-318.3486	44.78165	0.2964527	2.156922	0.3931398	0.670475	0.329525	0.9360853
