Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-266.073	-312.1575	46.08453	0.00665662	0.000872456	0.0539039	0.00320953	0.0348016	0.0147468	0.00562441	0.0432567	0.00427768	0.019963	0.0228197	0.0176517	0.014483	0.0529291	0.0209436	0.0380664	0.00837595	0.039069	0.0248791	0.0282111	0.00201078	0.0429255	0.0325569	0.0105988	0.0399707	0.0319014	0.0336618	0.00501782	0.00352951	0.0338299	0.0272067	0.0115808	0.0188657	0.0239817	0.0564584	0.00356289	0.0933466	0.4349905	1.56501	1.125725	0.8742749	0.623775	0.794392	0.930706	1.07445	1.25882	1.60314	0.3412632	0.7766326	0.2779475	0.00719054	0.000942435	0.0582274	0.00346697	0.037593	0.0159296	0.00607554	0.0467262	0.00462078	0.0215642	0.02465	0.0190675	0.0156446	0.0571744	0.0226235	0.0411196	0.00904777	0.0422027	0.0268746	0.0304739	0.00217207	0.0463685	0.0351683	0.0114489	0.0431767	0.0344602	0.0363617	0.00542029	0.00381261	0.0365434	0.0293889	0.0125096	0.0203789	0.0259053	0.0609868	0.00384867	0.100834	0.511798	0.488202	0.5117979	0.9257471
396	-264.8692	-310.2348	45.36555	0.00243516	0.000690009	0.0137886	0.00782781	0.0317162	0.00798658	0.0002058	0.0088859	0.0172688	0.00276211	0.00266744	0.0138154	0.0146	0.0163345	0.0123474	0.0298209	0.00045571	0.013022	0.020822	0.0157653	0.000108348	0.0247818	0.0142774	0.0019664	0.0421015	0.0106876	0.0135089	0.0055183	0.00767252	0.00684388	0.0245659	0.012008	0.00810043	0.0148747	0.0215981	0.000144522	0.0576861	0.3149962	1.685004	0.800501	1.199499	0.297714	0.553822	0.831642	1.20244	1.80563	3.35893	0.8760864	1.498435	0.1869409	0.00487361	0.00138095	0.0275958	0.0156662	0.0634752	0.015984	0.000411878	0.0177838	0.0345609	0.00552796	0.00533849	0.0276496	0.0292197	0.0326911	0.0247115	0.0596821	0.000912036	0.0260617	0.0416722	0.0315519	0.000216843	0.0495971	0.0285741	0.00393545	0.0842599	0.0213897	0.0270361	0.0110441	0.0153554	0.013697	0.0491651	0.0240322	0.0162118	0.0297694	0.0432254	0.000289239	0.11545	0.524871	0.475129	0.5248714	0.4996621
432	-265.7875	-311.6517	45.86421	0.0175237	0.00294878	0.0892101	0.0116382	0.117422	0.0219204	0.0187475	0.0122367	0.0549326	0.0109711	0.0208032	0.0179599	0.0400414	0.0565307	0.0645724	0.0833985	0.00487569	0.0141782	0.0371756	0.0449352	0.0024597	0.0561943	0.00599045	0.00462887	0.0344235	0.036237	0.0638625	0.0423217	0.0397473	0.0222954	0.0689435	0.00826339	0.0743706	0.0474044	0.0453384	0.00137692	0.177758	0.1932722	1.806728	0.8993728	1.100627	0.980679	0.99053	0.997036	1.00297	1.00956	1.0197	0.01410692	1.223772	0.1069736	0.0118914	0.00200102	0.0605373	0.00789759	0.0796819	0.014875	0.0127219	0.00830371	0.0372768	0.00744489	0.0141169	0.0121875	0.0271718	0.0383613	0.0438184	0.0565937	0.00330861	0.00962124	0.0252271	0.0304927	0.00166914	0.038133	0.00406508	0.00314112	0.0233595	0.0245901	0.0433366	0.0287192	0.0269722	0.0151295	0.0467846	0.00560747	0.0504673	0.0321683	0.0307663	0.000934369	0.120625	0.581153	0.418847	0.5811529	1.473638
468	-286.4625	-332.1559	45.69342	0.0143414	0.0134054	0.00756667	0.00885635	0.0450026	0.000873413	0.00796403	0.0182926	0.0183158	0.000666362	0.006752	0.00601834	0.0378435	0.0547254	0.0303795	0.0214848	0.0108043	0.0412622	0.0185727	0.00617304	0.0303915	0.000103283	0.00780602	0.0443751	0.0543144	0.00197457	0.007956	0.0128671	0.00112485	0.0123948	0.0100142	0.00233973	0.00439034	0.0138483	0.00274284	0.0120878	0.00602012	0.6274902	1.37251	1.241438	0.758562	0.330623	0.582878	0.845015	1.18341	1.71562	3.02459	0.8002751	0.6110349	0.4571845	0.0241416	0.0225661	0.0127374	0.0149084	0.0757555	0.00147026	0.0134063	0.0307929	0.0308321	0.00112172	0.011366	0.010131	0.0637041	0.0921224	0.0511395	0.0361665	0.0181874	0.069459	0.0312645	0.0103914	0.0511597	0.000173862	0.0131403	0.074699	0.0914305	0.0033239	0.0133928	0.0216598	0.00189353	0.0208648	0.0168575	0.0039386	0.00739051	0.0233116	0.00461718	0.0203481	0.010134	0.444006	0.555994	0.4440056	0.5940512
504	-274.9422	-320.1927	45.25055	0.00419143	0.00151909	0.0137875	0.00364777	0.0249666	0.00295093	0.0104849	0.00470916	0.00836809	0.00245795	0.00552774	0.00433429	0.0101398	0.00960394	0.00717786	0.0125508	0.00307364	0.00676011	0.0136462	0.0046247	0.016091	0.000487274	0.00179029	0.0102828	0.00465647	0.00552592	0.0164564	0.00654267	0.0045554	0.00169171	0.0202829	0.00645854	0.0113857	0.00780705	0.00325241	0.00201165	0.0194393	0.3030542	1.696946	0.9035905	1.09641	0.211285	0.468529	0.789361	1.26685	2.13434	4.73295	1.124046	1.213392	0.178588	0.0142935	0.00518038	0.0470178	0.0124395	0.0851405	0.0100632	0.0357555	0.0160591	0.0285366	0.00838203	0.0188506	0.0147807	0.0345785	0.0327511	0.0244778	0.0428006	0.0104817	0.0230532	0.046536	0.015771	0.0548732	0.00166169	0.00610521	0.035066	0.0158794	0.0188443	0.0561191	0.0223116	0.0155347	0.00576901	0.0691682	0.0220247	0.0388273	0.0266234	0.0110913	0.00686007	0.0662914	0.405055	0.594945	0.4050545	0.2932401
540	-269.3411	-313.7804	44.43925	0.0152706	0.00410143	0.0610354	0.00540924	0.0298786	0.00952379	0.000800756	0.0246918	0.0894652	0.000871231	0.012445	0.0300737	0.0312368	0.0521945	0.0224766	0.0405564	0.000349072	0.0133584	0.057977	0.0223773	0.171118	0.00124025	0.0600812	0.0193034	0.058285	0.00996496	0.014474	0.0194255	0.0338582	0.0481732	0.0317073	0.0247702	0.023043	0.0511578	0.00810808	0.0660009	0.0284628	0.2935055	1.706494	0.5044664	1.495534	0.484652	0.702398	0.895647	1.11651	1.42369	2.06334	0.5237368	2.964585	0.1719932	0.0127973	0.00343715	0.0511498	0.00453313	0.0250393	0.00798128	0.000671062	0.0206926	0.074975	0.000730123	0.0104293	0.0252028	0.0261776	0.0437409	0.0188362	0.0339877	0.000292535	0.0111948	0.0485868	0.018753	0.143403	0.00103937	0.0503502	0.0161769	0.0488449	0.00835099	0.0121297	0.0162793	0.0283744	0.0403709	0.0265719	0.0207583	0.0193108	0.042872	0.00679486	0.0553111	0.0238528	0.769141	0.230859	0.7691414	1.193267
576	-267.1757	-311.5709	44.39517	0.0119644	0.00451538	0.0530904	0.00482694	0.0973855	0.0259371	0.00124669	0.0162768	0.0294413	0.0118709	0.00443383	0.00836542	0.0349744	0.0289011	0.00915945	0.104179	0.0030471	0.0133453	0.0594294	0.0359904	0.0581557	0.00209394	0.0515751	0.0256676	0.0477374	0.000860242	0.0918493	0.0118576	0.00121406	0.0389439	0.0091402	0.0287791	0.0191735	0.0535237	0.0064014	0.0340901	0.0288867	0.3042376	1.695762	0.3456805	1.654319	0.938942	0.969741	0.99046	1.00963	1.0312	1.06503	0.04555452	4.785689	0.1794105	0.0111991	0.00422658	0.0496947	0.00451821	0.0911567	0.0242781	0.00116695	0.0152358	0.0275582	0.0111116	0.00415024	0.00783037	0.0327374	0.0270526	0.00857362	0.0975158	0.0028522	0.0124917	0.0556283	0.0336885	0.054436	0.00196001	0.0482764	0.0240259	0.0446841	0.000805221	0.0859746	0.0110992	0.00113641	0.0364531	0.00855559	0.0269384	0.0179472	0.0501003	0.00599197	0.0319097	0.0270392	0.781391	0.218609	0.7813906	1.06833
612	-263.3138	-308.4274	45.11363	0.0266937	0.000206293	0.0436231	0.00548034	0.0441966	0.0217753	0.0149914	0.000592781	0.0039704	0.00817452	0.0068824	0.010709	0.0266356	0.0172776	0.0147211	0.0543096	0.00289046	0.0160529	0.0735605	0.00790389	0.0749403	0.000499299	0.0273813	0.018628	0.0560627	0.000314858	0.0258962	0.0181237	0.000822008	0.0147328	0.0347478	0.0109876	0.010259	0.0351452	0.00199853	0.0185109	0.030727	0.2950898	1.70491	0.4587852	1.541215	0.887906	0.943666	0.982073	1.01825	1.0597	1.12625	0.0859652	3.359338	0.1730823	0.034204	0.000264335	0.0558966	0.00702226	0.0566315	0.0279019	0.0192093	0.000759562	0.00508749	0.0104745	0.00881879	0.013722	0.0341296	0.0221387	0.0188629	0.0695898	0.0037037	0.0205694	0.0942571	0.0101277	0.096025	0.000639779	0.0350852	0.0238691	0.0718361	0.000403445	0.0331821	0.0232229	0.00105328	0.0188779	0.0445242	0.014079	0.0131454	0.0450334	0.00256083	0.023719	0.0393721	0.783568	0.216432	0.7835685	0.7804246
648	-276.0607	-322.0974	46.03666	0.00878984	0.00525058	0.0219126	0.00100759	0.0105134	0.0159967	0.00029823	0.000962972	0.00398378	0.000751125	0.00963164	0.0122849	0.0103455	0.0335291	0.01002	0.00420285	0.00270504	0.0229608	0.039578	0.0140859	0.0498588	0.000212841	0.0288306	0.00446986	0.0247698	0.00461458	0.00569787	0.00477197	0.00311808	0.0282123	0.0115953	0.0046257	0.00492238	0.0268352	0.0043247	0.00911328	0.0117194	0.2898206	1.710179	1.13923	0.8607704	0.268014	0.526151	0.818449	1.22182	1.90059	3.73116	0.9520777	0.7555724	0.1694679	0.0192547	0.0115017	0.048001	0.0022072	0.0230302	0.0350418	0.000653293	0.00210945	0.00872673	0.00164539	0.0210987	0.0269109	0.0226625	0.0734476	0.0219495	0.00920662	0.00592556	0.0502972	0.0866982	0.0308561	0.109219	0.000466242	0.0631554	0.00979151	0.0542598	0.0101085	0.0124815	0.0104533	0.00683037	0.061801	0.0254003	0.0101329	0.0107828	0.0587842	0.00947353	0.0199632	0.0256721	0.747096	0.252904	0.7470962	0.4565033
684	-268.7223	-314.4514	45.72914	0.00661453	0.00236904	0.0352437	0.00859932	0.0406716	0.00671561	0.00365796	0.00425785	0.0143557	0.00138962	0.021605	0.00894424	0.0175764	0.0280745	0.00287014	0.0303226	0.0191594	0.0257026	0.0356846	0.00515146	0.0540175	0.00137397	0.0249874	0.010203	0.00068983	0.00528747	0.0278149	0.00409165	0.00289966	0.0389939	0.019378	0.001157	0.0649307	0.019788	0.0163675	0.0118063	0.00988067	0.408158	1.591842	1.042339	0.9576614	0.332937	0.584864	0.845912	1.18216	1.7098	3.00357	0.7952334	0.9187623	0.2564061	0.0104555	0.00374473	0.0557095	0.0135929	0.0642893	0.0106153	0.00578212	0.00673036	0.0226919	0.00219656	0.034151	0.0141381	0.027783	0.0443773	0.00453682	0.0479308	0.0302852	0.040628	0.0564064	0.00814289	0.0853852	0.00217183	0.0394974	0.0161278	0.00109041	0.00835788	0.0439668	0.00646765	0.00458347	0.0616374	0.0306306	0.00182886	0.102636	0.0312788	0.0258719	0.0186622	0.0156183	0.549712	0.450288	0.549712	0.6326333
720	-273.9033	-318.8298	44.92653	0.00260461	0.00165737	0.030405	0.0021606	0.021672	0.0178429	0.00136468	0.00660513	0.013109	0.000352278	0.00171911	0.0118485	0.00822517	0.00677107	0.0171921	0.0277272	0.00648837	0.00611751	0.0174676	0.00582591	0.0306161	0.00067041	0.0133951	0.00487714	0.000243103	0.0085032	0.00752512	0.00547761	0.00611005	0.014549	0.0130887	0.00157395	0.0289543	0.00751838	0.0122409	0.00389927	0.00437005	0.1690997	1.8309	0.6209805	1.37902	0.198448	0.454423	0.781869	1.27899	2.20059	5.0391	1.169366	2.220713	0.09235876	0.0070249	0.0044701	0.0820054	0.00582736	0.0584515	0.0481241	0.00368069	0.0178147	0.0353563	0.000950128	0.00463662	0.0319567	0.0221841	0.0182623	0.046369	0.074783	0.0174998	0.0164995	0.0471119	0.0157131	0.0825747	0.00180816	0.0361281	0.0131542	0.000655674	0.022934	0.020296	0.0147737	0.0164794	0.03924	0.0353016	0.0042451	0.0780926	0.0202778	0.0330149	0.0105167	0.0117865	0.748929	0.251071	0.7489294	0.3707684
756	-276.2546	-321.9009	45.6463	0.0335088	0.00739451	0.0273344	0.00986283	0.0942103	0.011022	0.0081308	0.00382138	0.00667829	0.0183486	0.0114059	0.00269935	0.0107929	0.0293765	0.0105385	0.0558752	0.00689942	0.0316184	0.0393913	0.0288078	0.0023304	0.014699	0.0635005	0.00397626	0.00785283	0.0522434	0.0329306	0.00830995	0.000620745	0.0225736	0.0516065	0.0995161	0.0478278	0.0142179	0.0302771	0.012281	0.0229871	0.6358131	1.364187	1.089432	0.9105683	0.645816	0.807959	0.935637	1.06879	1.23769	1.54843	0.3161554	0.8358195	0.4660748	0.0358203	0.00790462	0.02922	0.0105432	0.100709	0.0117823	0.00869169	0.00408499	0.00713898	0.0196143	0.0121927	0.00288557	0.0115374	0.0314031	0.0112655	0.0597297	0.00737537	0.0337996	0.0421087	0.0307951	0.00249116	0.015713	0.067881	0.00425056	0.00839455	0.0558473	0.0352023	0.0088832	0.000663566	0.0241308	0.0551665	0.106381	0.0511271	0.0151987	0.0323657	0.0131282	0.0245729	0.35539	0.64461	0.3553897	0.935468
