"gridTag","tree_length","gain_loss","n_char","cov_tree_len","mse_tree_len","rate_param","cov_rate_loss","mse_rate_loss","modelID","scenario"
"tl2.50_gl0.50_pr5.00_c25",2.5,0.5,25,0.7,1.39513104172911,"gain_loss_ratio",0.2,0.99800456091635,"model3","nt"
"tl5.00_gl0.50_pr5.00_c25",5,0.5,25,0.7,0.917533903185057,"gain_loss_ratio",0.8,0.360444990401528,"model3","nt"
"tl1.00_gl1.00_pr5.00_c25",1,1,25,0.6,1.19147967054514,"gain_loss_ratio",0.9,0.790980831240197,"model3","nt"
"tl1.50_gl1.00_pr5.00_c25",1.5,1,25,0.8,0.800351292146953,"gain_loss_ratio",0.9,0.0910386026158963,"model3","nt"
"tl2.50_gl1.00_pr5.00_c25",2.5,1,25,0.6,1.13781367423453,"gain_loss_ratio",0.7,0.465887925590394,"model3","nt"
"tl5.00_gl1.00_pr5.00_c25",5,1,25,0.5,1.03842090140402,"gain_loss_ratio",0.8,0.114799859401145,"model3","nt"
"tl1.00_gl0.10_pr1.00_c50",1,0.1,50,0.6,1.41560995350133,"gain_loss_ratio",0,60.362982786341,"model3","nt"
"tl1.50_gl0.10_pr1.00_c50",1.5,0.1,50,0.4,1.48664799382011,"gain_loss_ratio",0,55.1779829840181,"model3","nt"
"tl2.50_gl0.10_pr1.00_c50",2.5,0.1,50,0.8,0.353769574037979,"gain_loss_ratio",0,58.595824491492,"model3","nt"
"tl5.00_gl0.10_pr1.00_c50",5,0.1,50,0.5,0.497905396818834,"gain_loss_ratio",0,57.5437374095197,"model3","nt"
"tl1.00_gl0.25_pr1.00_c50",1,0.25,50,0.6,1.66625095353948,"gain_loss_ratio",0.2,6.2751746616896,"model3","nt"
"tl1.50_gl0.25_pr1.00_c50",1.5,0.25,50,0.5,2.39081656888672,"gain_loss_ratio",0.1,4.77440068433141,"model3","nt"
"tl2.50_gl0.25_pr1.00_c50",2.5,0.25,50,0.5,1.41277249911266,"gain_loss_ratio",0,5.14130181895149,"model3","nt"
"tl5.00_gl0.25_pr1.00_c50",5,0.25,50,0.7,0.662728338256914,"gain_loss_ratio",0,4.97168921570241,"model3","nt"
"tl1.00_gl0.50_pr1.00_c50",1,0.5,50,0.4,1.19064825317491,"gain_loss_ratio",0.7,0.460693034169589,"model3","nt"
"tl1.50_gl0.50_pr1.00_c50",1.5,0.5,50,0.4,1.23122226773129,"gain_loss_ratio",0.4,0.566957150887214,"model3","nt"
"tl2.50_gl0.50_pr1.00_c50",2.5,0.5,50,0.5,2.52002250256391,"gain_loss_ratio",0.5,0.522536563665191,"model3","nt"
"tl5.00_gl0.50_pr1.00_c50",5,0.5,50,0.6,0.685116897752009,"gain_loss_ratio",0.1,0.439142825379091,"model3","nt"
"tl1.00_gl1.00_pr1.00_c50",1,1,50,0.5,1.33913211982744,"gain_loss_ratio",0.8,0.0668743820465242,"model3","nt"
"tl1.50_gl1.00_pr1.00_c50",1.5,1,50,0.5,2.40417686061274,"gain_loss_ratio",0.9,0.135929579846049,"model3","nt"
"tl2.50_gl1.00_pr1.00_c50",2.5,1,50,0.5,1.90320215075227,"gain_loss_ratio",0.7,0.0939351589724323,"model3","nt"
"tl5.00_gl1.00_pr1.00_c50",5,1,50,0.7,2.35161631608617,"gain_loss_ratio",0.8,0.0747046027554244,"model3","nt"
"tl1.00_gl0.10_pr2.50_c50",1,0.1,50,0.6,1.56722501396197,"gain_loss_ratio",0,63.0519596319267,"model3","nt"
"tl1.50_gl0.10_pr2.50_c50",1.5,0.1,50,0.5,0.992160941992066,"gain_loss_ratio",0,65.0385647178657,"model3","nt"
"tl2.50_gl0.10_pr2.50_c50",2.5,0.1,50,0.6,1.27269943010305,"gain_loss_ratio",0,58.8406737724325,"model3","nt"
"tl5.00_gl0.10_pr2.50_c50",5,0.1,50,0.9,0.320927190599206,"gain_loss_ratio",0,56.3956894307314,"model3","nt"
"tl1.00_gl0.25_pr2.50_c50",1,0.25,50,0.3,1.59165580857708,"gain_loss_ratio",0,6.31570116739481,"model3","nt"
"tl1.50_gl0.25_pr2.50_c50",1.5,0.25,50,0.4,1.42690567433685,"gain_loss_ratio",0.1,5.83256196920272,"model3","nt"
"tl2.50_gl0.25_pr2.50_c50",2.5,0.25,50,0.6,1.06310935720035,"gain_loss_ratio",0,4.77155715926206,"model3","nt"
"tl5.00_gl0.25_pr2.50_c50",5,0.25,50,0.6,0.706981283993348,"gain_loss_ratio",0,4.65127531349974,"model3","nt"
"tl1.00_gl0.50_pr2.50_c50",1,0.5,50,0.4,1.81765332820483,"gain_loss_ratio",0.3,0.947877313152034,"model3","nt"
"tl1.50_gl0.50_pr2.50_c50",1.5,0.5,50,0.4,1.58355930483356,"gain_loss_ratio",0.3,0.679986943239384,"model3","nt"
"tl2.50_gl0.50_pr2.50_c50",2.5,0.5,50,0.5,2.04100928112911,"gain_loss_ratio",0.2,0.513059651293046,"model3","nt"
"tl5.00_gl0.50_pr2.50_c50",5,0.5,50,0.6,1.03444153435337,"gain_loss_ratio",0.4,0.43220755453129,"model3","nt"
"tl1.00_gl1.00_pr2.50_c50",1,1,50,0.5,1.56814290005033,"gain_loss_ratio",0.9,0.0946206743388451,"model3","nt"
"tl1.50_gl1.00_pr2.50_c50",1.5,1,50,0.4,2.16253016819486,"gain_loss_ratio",0.9,0.0808707235634661,"model3","nt"
"tl2.50_gl1.00_pr2.50_c50",2.5,1,50,0.6,1.83279406035863,"gain_loss_ratio",0.9,0.0678459168263166,"model3","nt"
"tl5.00_gl1.00_pr2.50_c50",5,1,50,0.6,1.12205580599395,"gain_loss_ratio",0.8,0.0771099749918248,"model3","nt"
"tl1.00_gl0.10_pr5.00_c50",1,0.1,50,0.6,1.06668950519802,"gain_loss_ratio",0,62.9360171587603,"model3","nt"
"tl1.50_gl0.10_pr5.00_c50",1.5,0.1,50,0.2,0.942941969798361,"gain_loss_ratio",0,63.2048606117119,"model3","nt"
"tl2.50_gl0.10_pr5.00_c50",2.5,0.1,50,0.6,1.11268800112874,"gain_loss_ratio",0,65.1491103474889,"model3","nt"
"tl5.00_gl0.10_pr5.00_c50",5,0.1,50,0.8,0.550224698679932,"gain_loss_ratio",0,57.5131677238248,"model3","nt"
"tl1.00_gl0.25_pr5.00_c50",1,0.25,50,0.7,1.47890204867192,"gain_loss_ratio",0,5.74888473991328,"model3","nt"
"tl1.50_gl0.25_pr5.00_c50",1.5,0.25,50,0.4,1.58385400461728,"gain_loss_ratio",0,6.74119336189807,"model3","nt"
"tl2.50_gl0.25_pr5.00_c50",2.5,0.25,50,0.6,1.34808577534419,"gain_loss_ratio",0,6.15135880919374,"model3","nt"
"tl5.00_gl0.25_pr5.00_c50",5,0.25,50,0.8,0.478276155454013,"gain_loss_ratio",0,4.84756480204658,"model3","nt"
"tl1.00_gl0.50_pr5.00_c50",1,0.5,50,0.6,1.74566499527341,"gain_loss_ratio",0.5,0.618520260286705,"model3","nt"
"tl1.50_gl0.50_pr5.00_c50",1.5,0.5,50,0.4,2.5129901931974,"gain_loss_ratio",0.4,0.659864295429657,"model3","nt"
"tl2.50_gl0.50_pr5.00_c50",2.5,0.5,50,0.6,1.37387160606544,"gain_loss_ratio",0.1,0.797749675567894,"model3","nt"
"tl5.00_gl0.50_pr5.00_c50",5,0.5,50,0.7,0.822301402024678,"gain_loss_ratio",0.2,0.62159173397701,"model3","nt"
"tl1.00_gl1.00_pr5.00_c50",1,1,50,0.5,0.951853844341994,"gain_loss_ratio",0.9,0.179775249328956,"model3","nt"
"tl1.50_gl1.00_pr5.00_c50",1.5,1,50,0.4,3.10427838077469,"gain_loss_ratio",0.8,0.0622464526730266,"model3","nt"
"tl2.50_gl1.00_pr5.00_c50",2.5,1,50,0.5,1.48372047200023,"gain_loss_ratio",1,0.0416466014093246,"model3","nt"
"tl5.00_gl1.00_pr5.00_c50",5,1,50,0.6,0.471983391012398,"gain_loss_ratio",0.9,0.0400108492514987,"model3","nt"
"tl1.00_gl0.10_pr1.00_c100",1,0.1,100,0.4,0.789732840627135,"gain_loss_ratio",0,58.3230185271324,"model3","nt"
"tl1.50_gl0.10_pr1.00_c100",1.5,0.1,100,0.5,1.19986012679745,"gain_loss_ratio",0,61.0629524641506,"model3","nt"
"tl2.50_gl0.10_pr1.00_c100",2.5,0.1,100,0.4,1.03328493405717,"gain_loss_ratio",0,59.7630051229576,"model3","nt"
"tl5.00_gl0.10_pr1.00_c100",5,0.1,100,0.6,0.454184324647724,"gain_loss_ratio",0,62.59322857321,"model3","nt"
"tl1.00_gl0.25_pr1.00_c100",1,0.25,100,0.4,1.80527923044655,"gain_loss_ratio",0.1,5.6501209394577,"model3","nt"
"tl1.50_gl0.25_pr1.00_c100",1.5,0.25,100,0.5,1.4339354418041,"gain_loss_ratio",0,5.6655587090109,"model3","nt"
"tl2.50_gl0.25_pr1.00_c100",2.5,0.25,100,0.4,2.26588259603133,"gain_loss_ratio",0,5.31163682126796,"model3","nt"
"tl5.00_gl0.25_pr1.00_c100",5,0.25,100,0.6,1.58977599765321,"gain_loss_ratio",0,5.8068385407977,"model3","nt"
"tl1.00_gl0.50_pr1.00_c100",1,0.5,100,0.4,1.74916985821105,"gain_loss_ratio",0.5,0.426694847882914,"model3","nt"
"tl1.50_gl0.50_pr1.00_c100",1.5,0.5,100,0.5,2.37197450683152,"gain_loss_ratio",0.3,0.494565923711949,"model3","nt"
"tl2.50_gl0.50_pr1.00_c100",2.5,0.5,100,0.4,3.02915243804282,"gain_loss_ratio",0.1,0.482517253159222,"model3","nt"
"tl5.00_gl0.50_pr1.00_c100",5,0.5,100,0.4,2.87123843840237,"gain_loss_ratio",0,0.486956076099317,"model3","nt"
"tl1.00_gl1.00_pr1.00_c100",1,1,100,0.5,2.97955174586072,"gain_loss_ratio",0.9,0.0357533177039044,"model3","nt"
"tl1.50_gl1.00_pr1.00_c100",1.5,1,100,0.4,1.86429315584886,"gain_loss_ratio",0.9,0.0549112284071748,"model3","nt"
"tl2.50_gl1.00_pr1.00_c100",2.5,1,100,0.3,2.95884835848097,"gain_loss_ratio",1,0.0122258044296855,"model3","nt"
"tl5.00_gl1.00_pr1.00_c100",5,1,100,0.5,2.44113386422987,"gain_loss_ratio",1,0.00894673821565138,"model3","nt"
"tl1.00_gl0.10_pr2.50_c100",1,0.1,100,0.4,0.986223598361143,"gain_loss_ratio",0,55.5898711237396,"model3","nt"
"tl1.50_gl0.10_pr2.50_c100",1.5,0.1,100,0.4,1.74002762826997,"gain_loss_ratio",0,64.7369235290023,"model3","nt"
"tl2.50_gl0.10_pr2.50_c100",2.5,0.1,100,0.4,1.75754357941442,"gain_loss_ratio",0,63.4755921084397,"model3","nt"
"tl5.00_gl0.10_pr2.50_c100",5,0.1,100,0.7,0.378116691516499,"gain_loss_ratio",0,60.2721498070434,"model3","nt"
"tl1.00_gl0.25_pr2.50_c100",1,0.25,100,0.4,2.08671033604498,"gain_loss_ratio",0,5.77565220542759,"model3","nt"
"tl1.50_gl0.25_pr2.50_c100",1.5,0.25,100,0.4,1.56999435440396,"gain_loss_ratio",0,6.20406930949755,"model3","nt"
"tl2.50_gl0.25_pr2.50_c100",2.5,0.25,100,0.4,2.51734405805065,"gain_loss_ratio",0,6.34446627030236,"model3","nt"
"tl5.00_gl0.25_pr2.50_c100",5,0.25,100,0.5,1.02286573913794,"gain_loss_ratio",0,5.56399677389441,"model3","nt"
"tl1.00_gl0.50_pr2.50_c100",1,0.5,100,0.5,1.26592190937561,"gain_loss_ratio",0.2,0.549371879764332,"model3","nt"
"tl1.50_gl0.50_pr2.50_c100",1.5,0.5,100,0.4,2.22779891988931,"gain_loss_ratio",0,0.705971756822994,"model3","nt"
"tl2.50_gl0.50_pr2.50_c100",2.5,0.5,100,0.5,1.98380896507186,"gain_loss_ratio",0,0.597619651809439,"model3","nt"
"tl5.00_gl0.50_pr2.50_c100",5,0.5,100,0.6,0.556689412247771,"gain_loss_ratio",0,0.546566461729342,"model3","nt"
"tl1.00_gl1.00_pr2.50_c100",1,1,100,0.4,1.23925062093527,"gain_loss_ratio",0.9,0.0320693641303906,"model3","nt"
"tl1.50_gl1.00_pr2.50_c100",1.5,1,100,0.5,1.47432307156309,"gain_loss_ratio",0.8,0.0747655838079962,"model3","nt"
"tl2.50_gl1.00_pr2.50_c100",2.5,1,100,0.4,3.91881697370109,"gain_loss_ratio",0.9,0.0178342479189355,"model3","nt"
"tl5.00_gl1.00_pr2.50_c100",5,1,100,0.5,1.60656656057343,"gain_loss_ratio",0.7,0.0182476010770213,"model3","nt"
"tl1.00_gl0.10_pr5.00_c100",1,0.1,100,0.2,1.47707653750581,"gain_loss_ratio",0,67.9681700707018,"model3","nt"
"tl1.50_gl0.10_pr5.00_c100",1.5,0.1,100,0.3,0.864148292489462,"gain_loss_ratio",0,63.9224525934405,"model3","nt"
"tl2.50_gl0.10_pr5.00_c100",2.5,0.1,100,0.3,1.14437901013217,"gain_loss_ratio",0,64.6104805758612,"model3","nt"
"tl5.00_gl0.10_pr5.00_c100",5,0.1,100,0.6,0.440979242845074,"gain_loss_ratio",0,62.2395320756487,"model3","nt"
"tl1.00_gl0.25_pr5.00_c100",1,0.25,100,0.5,1.48200629998476,"gain_loss_ratio",0,6.51956229254135,"model3","nt"
"tl1.50_gl0.25_pr5.00_c100",1.5,0.25,100,0.4,1.16778962896452,"gain_loss_ratio",0,6.76220863347153,"model3","nt"
"tl2.50_gl0.25_pr5.00_c100",2.5,0.25,100,0.5,1.90949075544303,"gain_loss_ratio",0,5.89498463361455,"model3","nt"
"tl5.00_gl0.25_pr5.00_c100",5,0.25,100,0.4,0.608200243746863,"gain_loss_ratio",0,5.78261968518593,"model3","nt"
"tl1.00_gl0.50_pr5.00_c100",1,0.5,100,0.3,2.14535287530161,"gain_loss_ratio",0.1,0.815611380153439,"model3","nt"
"tl1.50_gl0.50_pr5.00_c100",1.5,0.5,100,0.3,1.73693105680015,"gain_loss_ratio",0,0.732726460269249,"model3","nt"
"tl2.50_gl0.50_pr5.00_c100",2.5,0.5,100,0.4,1.77233148100194,"gain_loss_ratio",0.1,0.621454132876623,"model3","nt"
"tl5.00_gl0.50_pr5.00_c100",5,0.5,100,0.5,1.533629115187,"gain_loss_ratio",0,0.455542847139479,"model3","nt"
"tl1.00_gl1.00_pr5.00_c100",1,1,100,0.3,1.76447607360567,"gain_loss_ratio",0.9,0.0351471307076501,"model3","nt"
"tl1.50_gl1.00_pr5.00_c100",1.5,1,100,0.4,2.61677662862902,"gain_loss_ratio",0.8,0.0434247094855019,"model3","nt"
"tl2.50_gl1.00_pr5.00_c100",2.5,1,100,0.5,2.89393124450532,"gain_loss_ratio",0.8,0.0363476820193942,"model3","nt"
"tl5.00_gl1.00_pr5.00_c100",5,1,100,0.7,1.2348349181499,"gain_loss_ratio",0.7,0.025393095252484,"model3","nt"
"tl1.00_gl0.10_pr1.00_c200",1,0.1,200,0.2,1.23240823940108,"gain_loss_ratio",0,58.5049423260234,"model3","nt"
"tl1.50_gl0.10_pr1.00_c200",1.5,0.1,200,0.2,1.47482209240536,"gain_loss_ratio",0,59.6348781843305,"model3","nt"
"tl2.50_gl0.10_pr1.00_c200",2.5,0.1,200,0.4,1.40498125661215,"gain_loss_ratio",0,60.7877317587699,"model3","nt"
"tl5.00_gl0.10_pr1.00_c200",5,0.1,200,0.5,0.303685674567008,"gain_loss_ratio",0,62.6037138129203,"model3","nt"
"tl1.00_gl0.25_pr1.00_c200",1,0.25,200,0.4,1.38739581174365,"gain_loss_ratio",0,5.82838072432093,"model3","nt"
"tl1.50_gl0.25_pr1.00_c200",1.5,0.25,200,0.4,1.66170690358438,"gain_loss_ratio",0,5.45842299635489,"model3","nt"
"tl2.50_gl0.25_pr1.00_c200",2.5,0.25,200,0.3,2.07216324965916,"gain_loss_ratio",0,5.43102766078425,"model3","nt"
"tl5.00_gl0.25_pr1.00_c200",5,0.25,200,0.5,0.81852584951713,"gain_loss_ratio",0,5.98481618061974,"model3","nt"
"tl1.00_gl0.50_pr1.00_c200",1,0.5,200,0.3,2.19732029488177,"gain_loss_ratio",0.1,0.525718089657361,"model3","nt"
"tl1.50_gl0.50_pr1.00_c200",1.5,0.5,200,0.5,2.20459357316777,"gain_loss_ratio",0,0.51100810583912,"model3","nt"
"tl2.50_gl0.50_pr1.00_c200",2.5,0.5,200,0.4,3.41073681244533,"gain_loss_ratio",0,0.405570922573082,"model3","nt"
"tl5.00_gl0.50_pr1.00_c200",5,0.5,200,0.3,2.03065899769414,"gain_loss_ratio",0,0.459278660519101,"model3","nt"
"tl1.00_gl1.00_pr1.00_c200",1,1,200,0.4,2.45562413851327,"gain_loss_ratio",1,0.0332528713388519,"model3","nt"
"tl1.50_gl1.00_pr1.00_c200",1.5,1,200,0.5,2.59065812112809,"gain_loss_ratio",1,0.0128999495350468,"model3","nt"
"tl2.50_gl1.00_pr1.00_c200",2.5,1,200,0.4,3.24161548754093,"gain_loss_ratio",0.9,0.0135077644294308,"model3","nt"
"tl5.00_gl1.00_pr1.00_c200",5,1,200,0.2,2.37209184718348,"gain_loss_ratio",0.9,0.00873324585957679,"model3","nt"
"tl1.00_gl0.10_pr2.50_c200",1,0.1,200,0,1.31301941667781,"gain_loss_ratio",0,63.2302074388585,"model3","nt"
"tl1.50_gl0.10_pr2.50_c200",1.5,0.1,200,0.3,1.3683760206545,"gain_loss_ratio",0,63.5631374548032,"model3","nt"
"tl2.50_gl0.10_pr2.50_c200",2.5,0.1,200,0.3,1.36056607796372,"gain_loss_ratio",0,62.5257541246854,"model3","nt"
"tl5.00_gl0.10_pr2.50_c200",5,0.1,200,0.7,0.382022838123732,"gain_loss_ratio",0,59.7110351472505,"model3","nt"
"tl1.00_gl0.25_pr2.50_c200",1,0.25,200,0.3,1.62704285800411,"gain_loss_ratio",0,6.46944653875699,"model3","nt"
"tl1.50_gl0.25_pr2.50_c200",1.5,0.25,200,0.5,1.77115111532921,"gain_loss_ratio",0,6.59633057850128,"model3","nt"
"tl2.50_gl0.25_pr2.50_c200",2.5,0.25,200,0.3,2.14208482362809,"gain_loss_ratio",0,5.8914662969721,"model3","nt"
"tl5.00_gl0.25_pr2.50_c200",5,0.25,200,0.5,1.1672583051857,"gain_loss_ratio",0,5.21187885825664,"model3","nt"
"tl1.00_gl0.50_pr2.50_c200",1,0.5,200,0.4,1.73983756686666,"gain_loss_ratio",0.2,0.544530556635003,"model3","nt"
"tl1.50_gl0.50_pr2.50_c200",1.5,0.5,200,0.3,2.14106969211695,"gain_loss_ratio",0,0.663540049657818,"model3","nt"
"tl2.50_gl0.50_pr2.50_c200",2.5,0.5,200,0.3,2.39455261592574,"gain_loss_ratio",0,0.672381791435734,"model3","nt"
"tl5.00_gl0.50_pr2.50_c200",5,0.5,200,0.4,1.50810721140769,"gain_loss_ratio",0,0.550395734588894,"model3","nt"
"tl1.00_gl1.00_pr2.50_c200",1,1,200,0.6,1.79997256925893,"gain_loss_ratio",0.8,0.0241729851788241,"model3","nt"
"tl1.50_gl1.00_pr2.50_c200",1.5,1,200,0.3,1.94835376951363,"gain_loss_ratio",1,0.00826935579019374,"model3","nt"
"tl2.50_gl1.00_pr2.50_c200",2.5,1,200,0.4,3.18911734232849,"gain_loss_ratio",0.9,0.00888876409964857,"model3","nt"
"tl5.00_gl1.00_pr2.50_c200",5,1,200,0.2,3.07537815037703,"gain_loss_ratio",1,0.00366010141677621,"model3","nt"
"tl1.00_gl0.10_pr5.00_c200",1,0.1,200,0.1,1.38640468518249,"gain_loss_ratio",0,66.3880359875312,"model3","nt"
"tl1.50_gl0.10_pr5.00_c200",1.5,0.1,200,0.1,1.99747858857394,"gain_loss_ratio",0,68.1684124059709,"model3","nt"
"tl2.50_gl0.10_pr5.00_c200",2.5,0.1,200,0.3,1.23051254675073,"gain_loss_ratio",0,65.5626803559667,"model3","nt"
"tl5.00_gl0.10_pr5.00_c200",5,0.1,200,0.7,0.357058910332796,"gain_loss_ratio",0,63.111119703689,"model3","nt"
"tl1.00_gl0.25_pr5.00_c200",1,0.25,200,0.3,1.23146537863361,"gain_loss_ratio",0,7.41039228673187,"model3","nt"
"tl1.50_gl0.25_pr5.00_c200",1.5,0.25,200,0.2,2.0209203897179,"gain_loss_ratio",0,6.6867920555082,"model3","nt"
"tl2.50_gl0.25_pr5.00_c200",2.5,0.25,200,0.3,1.53270173380461,"gain_loss_ratio",0,6.63912577168919,"model3","nt"
"tl5.00_gl0.25_pr5.00_c200",5,0.25,200,0.6,0.965431388377805,"gain_loss_ratio",0,5.86510161990628,"model3","nt"
"tl1.00_gl0.50_pr5.00_c200",1,0.5,200,0.2,1.26474266635668,"gain_loss_ratio",0,0.664441855709561,"model3","nt"
"tl1.50_gl0.50_pr5.00_c200",1.5,0.5,200,0.3,2.46556439467829,"gain_loss_ratio",0,0.799597644739881,"model3","nt"
"tl2.50_gl0.50_pr5.00_c200",2.5,0.5,200,0.4,2.55839711980846,"gain_loss_ratio",0,0.868362624576491,"model3","nt"
"tl5.00_gl0.50_pr5.00_c200",5,0.5,200,0.6,1.13218715950409,"gain_loss_ratio",0,0.541516114187621,"model3","nt"
"tl1.00_gl1.00_pr5.00_c200",1,1,200,0.4,1.35443816618876,"gain_loss_ratio",0.8,0.0273679639692482,"model3","nt"
"tl1.50_gl1.00_pr5.00_c200",1.5,1,200,0.4,2.05871845802567,"gain_loss_ratio",1,0.00493204142265794,"model3","nt"
"tl2.50_gl1.00_pr5.00_c200",2.5,1,200,0.4,2.35572530891504,"gain_loss_ratio",0.6,0.0224436879383888,"model3","nt"
"tl5.00_gl1.00_pr5.00_c200",5,1,200,0.2,1.36070454817863,"gain_loss_ratio",0.7,0.0140006315043987,"model3","nt"
"tl1.00_gl0.10_pr1.00_c25",1,0.1,25,0.6,0.443313538283683,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl0.10_pr1.00_c25",1.5,0.1,25,0.9,0.200903023086856,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl0.10_pr1.00_c25",2.5,0.1,25,0.7,0.576553759881688,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl0.10_pr1.00_c25",5,0.1,25,0.1,5.62575192213655,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl0.25_pr1.00_c25",1,0.25,25,0.7,0.401288910026573,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl0.25_pr1.00_c25",1.5,0.25,25,0.9,0.275931701728345,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl0.25_pr1.00_c25",2.5,0.25,25,0.5,1.42932896108048,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl0.25_pr1.00_c25",5,0.25,25,0.8,0.932012395694244,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl0.50_pr1.00_c25",1,0.5,25,0.7,1.39455101974378,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl0.50_pr1.00_c25",1.5,0.5,25,0.8,2.29002819080888,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl0.50_pr1.00_c25",2.5,0.5,25,0.6,4.83163932463348,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl0.50_pr1.00_c25",5,0.5,25,0.8,2.59508064699389,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl1.00_pr1.00_c25",1,1,25,0.7,0.630854690826386,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl1.00_pr1.00_c25",1.5,1,25,0.6,0.859622649999228,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl1.00_pr1.00_c25",2.5,1,25,0.6,5.87747394088973,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl1.00_pr1.00_c25",5,1,25,0.8,3.85039268553285,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl0.10_pr2.50_c25",1,0.1,25,1,0.123305747787975,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl0.10_pr2.50_c25",1.5,0.1,25,0.9,0.198398551524774,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl0.10_pr2.50_c25",2.5,0.1,25,0.5,0.871446036883954,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl0.10_pr2.50_c25",5,0.1,25,0,7.20930329430808,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl0.25_pr2.50_c25",1,0.25,25,1,0.144397140357869,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl0.25_pr2.50_c25",1.5,0.25,25,0.9,0.235490366228042,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl0.25_pr2.50_c25",2.5,0.25,25,0.4,1.04709293242949,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl0.25_pr2.50_c25",5,0.25,25,0.5,3.16582952852421,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl0.50_pr2.50_c25",1,0.5,25,0.8,1.18454237617913,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl0.50_pr2.50_c25",1.5,0.5,25,0.8,0.412368784274743,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl0.50_pr2.50_c25",2.5,0.5,25,0.5,0.858163265623937,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl0.50_pr2.50_c25",5,0.5,25,0.1,4.70601055876708,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl1.00_pr2.50_c25",1,1,25,1,0.0689610131140515,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl1.00_pr2.50_c25",1.5,1,25,0.9,0.407874881585307,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl1.00_pr2.50_c25",2.5,1,25,0.4,1.05341100492683,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl1.00_pr2.50_c25",5,1,25,0.3,3.98962592569123,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl0.10_pr5.00_c25",1,0.1,25,1,0.0570554999791724,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl0.10_pr5.00_c25",1.5,0.1,25,1,0.139972280546975,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl0.10_pr5.00_c25",2.5,0.1,25,0.8,0.591119811813166,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl0.10_pr5.00_c25",5,0.1,25,0,9.20531825607777,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl0.25_pr5.00_c25",1,0.25,25,0.8,0.205894787435649,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl0.25_pr5.00_c25",1.5,0.25,25,0.9,0.13682645745888,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl0.25_pr5.00_c25",2.5,0.25,25,0.3,1.11541834775439,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl0.25_pr5.00_c25",5,0.25,25,0.1,7.36619303985908,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl0.50_pr5.00_c25",1,0.5,25,0.7,0.338648265830942,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl0.50_pr5.00_c25",1.5,0.5,25,0.9,0.219300846631837,"gain_loss_trans",NA,NA,"model4","nt"
"tl2.50_gl0.50_pr5.00_c25",2.5,0.5,25,0.4,1.11846944859323,"gain_loss_trans",NA,NA,"model4","nt"
"tl5.00_gl0.50_pr5.00_c25",5,0.5,25,0.1,7.90749626623309,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.00_gl1.00_pr5.00_c25",1,1,25,0.8,0.718493192037258,"gain_loss_trans",NA,NA,"model4","nt"
"tl1.50_gl1.00_pr5.00_c25",1.5,1,25,0.8,0.304167603682518,"gain_loss_trans",NA,NA,"model4","nt"
