"gridTag","tree_length","gain_loss","n_char","cov_tree_len","mse_tree_len","rate_param","cov_rate_loss","mse_rate_loss","modelID","scenario"
"tl1.00_gl0.50_pr1.00_c25",1,0.5,25,0.8,2.1000379368581,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr1.00_c25",1.5,0.5,25,0.8,2.8673084759832,"gain_loss_trans",0,1.3250663103574,"model10","nt"
"tl2.50_gl0.50_pr1.00_c25",2.5,0.5,25,0.7,4.68705920164885,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr1.00_c25",5,0.5,25,0.8,3.06394588007413,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr1.00_c25",1,1,25,0.8,0.65587369895984,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr1.00_c25",1.5,1,25,0.8,1.00012345855195,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr1.00_c25",2.5,1,25,0.7,7.6585284702379,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr1.00_c25",5,1,25,0.8,4.03261272883825,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr2.50_c25",1,0.1,25,0.9,0.238236588249513,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr2.50_c25",1.5,0.1,25,0.9,0.243252796802272,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr2.50_c25",2.5,0.1,25,0.7,0.873781770708064,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr2.50_c25",5,0.1,25,0.5,4.43522367720677,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr2.50_c25",1,0.25,25,1,0.208275985941603,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr2.50_c25",1.5,0.25,25,1,0.442495670359643,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr2.50_c25",2.5,0.25,25,0.6,1.7497193068519,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr2.50_c25",5,0.25,25,0.5,3.1552805436557,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr2.50_c25",1,0.5,25,0.8,1.42505265283632,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr2.50_c25",1.5,0.5,25,0.9,0.583037333734517,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr2.50_c25",2.5,0.5,25,0.6,0.833628078527632,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr2.50_c25",5,0.5,25,0.2,5.59018016165155,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr2.50_c25",1,1,25,1,0.080782659990273,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr2.50_c25",1.5,1,25,0.9,1.16553259302247,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr2.50_c25",2.5,1,25,0.5,1.2518919554801,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr2.50_c25",5,1,25,0.4,4.26586234025785,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr5.00_c25",1,0.1,25,1,0.129691987613773,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr5.00_c25",1.5,0.1,25,0.9,0.452771287378558,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr5.00_c25",2.5,0.1,25,0.9,0.544819130725012,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr5.00_c25",5,0.1,25,0.2,6.27865932082857,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr5.00_c25",1,0.25,25,0.8,0.367100048887944,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr5.00_c25",1.5,0.25,25,1,0.209454047349265,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr5.00_c25",2.5,0.25,25,0.6,0.896819081882268,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr5.00_c25",5,0.25,25,0.3,6.34599783215974,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr5.00_c25",1,0.5,25,0.8,0.956066390880546,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr5.00_c25",1.5,0.5,25,0.9,0.407280976427371,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr5.00_c25",2.5,0.5,25,0.5,1.59446317695561,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr5.00_c25",5,0.5,25,0.2,7.62511930218101,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr5.00_c25",1,1,25,0.8,0.800448646858984,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr5.00_c25",1.5,1,25,0.8,0.608342725230079,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr5.00_c25",2.5,1,25,0.5,1.29333541584846,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr5.00_c25",5,1,25,0.4,6.56176443841739,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr1.00_c50",1,0.1,50,0.8,2.04554576764115,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr1.00_c50",1.5,0.1,50,0.8,1.27478606148417,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr1.00_c50",2.5,0.1,50,1,0.646100814223619,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr1.00_c50",5,0.1,50,0.8,1.14648667856534,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr1.00_c50",1,0.25,50,0.7,4.21788958276224,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr1.00_c50",1.5,0.25,50,0.7,4.03717897878309,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr1.00_c50",2.5,0.25,50,0.8,3.68956331667052,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr1.00_c50",5,0.25,50,0.9,1.39406806678769,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr1.00_c50",1,0.5,50,0.8,1.76255057488474,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr1.00_c50",1.5,0.5,50,0.8,2.80609152158393,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr1.00_c50",2.5,0.5,50,0.6,6.29167594017247,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr1.00_c50",5,0.5,50,0.7,4.46748092028884,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr1.00_c50",1,1,50,0.8,1.43776048742344,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr1.00_c50",1.5,1,50,0.6,8.98803061352682,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr1.00_c50",2.5,1,50,0.6,4.60653557102802,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr1.00_c50",5,1,50,0.7,6.94983178045762,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr2.50_c50",1,0.1,50,0.8,1.0642107940094,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr2.50_c50",1.5,0.1,50,0.9,0.281318239073252,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr2.50_c50",2.5,0.1,50,0.5,1.82767815668865,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr2.50_c50",5,0.1,50,0.2,4.11526517727928,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr2.50_c50",1,0.25,50,0.8,1.20112106363453,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr2.50_c50",1.5,0.25,50,0.8,2.28371632798671,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr2.50_c50",2.5,0.25,50,0.6,3.50699440080284,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr2.50_c50",5,0.25,50,0.4,3.42505656231714,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr2.50_c50",1,0.5,50,0.8,1.61764385846836,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr2.50_c50",1.5,0.5,50,0.5,1.48405602973967,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr2.50_c50",2.5,0.5,50,0.4,2.55699049647089,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr2.50_c50",5,0.5,50,0.4,3.9761227008125,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr2.50_c50",1,1,50,0.8,2.60465335080212,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr2.50_c50",1.5,1,50,0.6,4.34486166931449,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr2.50_c50",2.5,1,50,0.2,3.88597514891453,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr2.50_c50",5,1,50,0.3,4.55962302583119,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr5.00_c50",1,0.1,50,0.8,0.636152184957752,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr5.00_c50",1.5,0.1,50,0.7,0.259146226101963,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr5.00_c50",2.5,0.1,50,0.4,1.33752588972785,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr5.00_c50",5,0.1,50,0.3,6.20865497849101,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr5.00_c50",1,0.25,50,0.8,1.31565941598494,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr5.00_c50",1.5,0.25,50,0.5,1.19499097371536,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr5.00_c50",2.5,0.25,50,0.2,3.52088326795598,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr5.00_c50",5,0.25,50,0.2,6.43718501114512,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr5.00_c50",1,0.5,50,0.9,1.68404001038908,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr5.00_c50",1.5,0.5,50,0.4,1.27190966039729,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr5.00_c50",2.5,0.5,50,0.2,1.96757302396817,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr5.00_c50",5,0.5,50,0.4,6.72790532368523,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr5.00_c50",1,1,50,0.8,0.4669073105252,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr5.00_c50",1.5,1,50,0.5,1.86300657917326,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr5.00_c50",2.5,1,50,0.2,1.98571477168589,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr5.00_c50",5,1,50,0.3,6.96434137182774,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr1.00_c100",1,0.1,100,0.6,3.7150490047228,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr1.00_c100",1.5,0.1,100,0.5,3.39042717904583,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr1.00_c100",2.5,0.1,100,0.6,2.28503826239313,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr1.00_c100",5,0.1,100,0.9,1.01650855857219,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr1.00_c100",1,0.25,100,0.5,12.8384525601685,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr1.00_c100",1.5,0.25,100,0.5,9.2161623597845,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr1.00_c100",2.5,0.25,100,0.8,9.12736010704172,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr1.00_c100",5,0.25,100,0.6,11.0094938828915,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr1.00_c100",1,0.5,100,0.8,4.7541490158526,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr1.00_c100",1.5,0.5,100,0.5,16.275388885322,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr1.00_c100",2.5,0.5,100,0.4,10.1715354295216,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr1.00_c100",5,0.5,100,0.3,14.5187450441137,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr1.00_c100",1,1,100,0.6,12.6238667497603,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr1.00_c100",1.5,1,100,0.5,8.84217383070313,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr1.00_c100",2.5,1,100,0.5,15.3722064006962,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr1.00_c100",5,1,100,0.7,15.7429364665243,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr2.50_c100",1,0.1,100,0.7,2.39004864615897,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr2.50_c100",1.5,0.1,100,0.7,2.80481302645836,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr2.50_c100",2.5,0.1,100,0.6,1.25129254841494,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr2.50_c100",5,0.1,100,0.5,3.63543349239377,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr2.50_c100",1,0.25,100,0.8,6.04789715251421,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr2.50_c100",1.5,0.25,100,0.6,4.55722804883398,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr2.50_c100",2.5,0.25,100,0.3,8.98777616027557,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr2.50_c100",5,0.25,100,0.1,8.36391900151814,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr2.50_c100",1,0.5,100,0.7,2.42191142431953,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr2.50_c100",1.5,0.5,100,0.6,12.2656340290813,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr2.50_c100",2.5,0.5,100,0.3,4.75562236591549,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr2.50_c100",5,0.5,100,0.2,4.83224871869164,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr2.50_c100",1,1,100,0.8,4.60646605866281,"gain_loss_trans",1,0.000295572119924009,"model10","nt"
"tl1.50_gl1.00_pr2.50_c100",1.5,1,100,0.3,5.92400557775392,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr2.50_c100",2.5,1,100,0.5,20.8239052602577,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr2.50_c100",5,1,100,0.3,10.5887671154605,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr5.00_c100",1,0.1,100,0.8,0.536831492545071,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr5.00_c100",1.5,0.1,100,0.4,0.834535551935577,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr5.00_c100",2.5,0.1,100,0.2,1.36351986432379,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr5.00_c100",5,0.1,100,0.3,5.49768949510281,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr5.00_c100",1,0.25,100,0.5,1.33442475391132,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr5.00_c100",1.5,0.25,100,0.2,2.80526483336757,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr5.00_c100",2.5,0.25,100,0.1,3.9247562388914,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr5.00_c100",5,0.25,100,0.1,8.22407951711012,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr5.00_c100",1,0.5,100,0.6,3.20241782254807,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr5.00_c100",1.5,0.5,100,0.3,0.747331718016588,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr5.00_c100",2.5,0.5,100,0.1,7.21989595413543,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr5.00_c100",5,0.5,100,0,8.31267250140987,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr5.00_c100",1,1,100,0.6,2.48081629198138,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr5.00_c100",1.5,1,100,0,4.92587610509764,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr5.00_c100",2.5,1,100,0.1,5.96706190082484,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr5.00_c100",5,1,100,0,13.7425671998443,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr1.00_c200",1,0.1,200,0.6,4.95846060973338,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr1.00_c200",1.5,0.1,200,0.5,5.67182923513458,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr1.00_c200",2.5,0.1,200,0.6,6.78801046977859,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr1.00_c200",5,0.1,200,0.7,5.06758363859174,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr1.00_c200",1,0.25,200,0.5,10.3275021303161,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr1.00_c200",1.5,0.25,200,0.5,15.9582956656399,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr1.00_c200",2.5,0.25,200,0.6,17.2405342434751,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr1.00_c200",5,0.25,200,0.4,18.2661325132892,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr1.00_c200",1,0.5,200,0.7,15.9741909608398,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr1.00_c200",1.5,0.5,200,0.5,18.6142196364188,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr1.00_c200",2.5,0.5,200,0.5,26.8311463158166,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr1.00_c200",5,0.5,200,0.5,33.7743984932378,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr1.00_c200",1,1,200,0.6,23.4417917238655,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr1.00_c200",1.5,1,200,0.5,33.403540389506,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr1.00_c200",2.5,1,200,0.5,41.2420812420057,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr1.00_c200",5,1,200,0.3,38.5174479846864,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr2.50_c200",1,0.1,200,0.8,1.51805228329443,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr2.50_c200",1.5,0.1,200,0.4,1.46228544737838,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr2.50_c200",2.5,0.1,200,0.3,2.87625994411825,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr2.50_c200",5,0.1,200,0.2,6.35747281031608,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr2.50_c200",1,0.25,200,0.8,7.63265121525562,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr2.50_c200",1.5,0.25,200,0.4,7.44267381218453,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr2.50_c200",2.5,0.25,200,0.3,10.203920808259,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr2.50_c200",5,0.25,200,0.2,13.2185037181695,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr2.50_c200",1,0.5,200,0.6,10.5410104727862,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.50_pr2.50_c200",1.5,0.5,200,0.5,15.0366777338117,"gain_loss_trans",0,1.20220656455318,"model10","nt"
"tl2.50_gl0.50_pr2.50_c200",2.5,0.5,200,0.3,16.994797259091,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr2.50_c200",5,0.5,200,0.2,20.7119725751143,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr2.50_c200",1,1,200,0.7,10.1592995761473,"gain_loss_trans",1,0.179490745512042,"model10","nt"
"tl1.50_gl1.00_pr2.50_c200",1.5,1,200,0.2,12.3112107694279,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl1.00_pr2.50_c200",2.5,1,200,0.3,18.9896507212356,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr2.50_c200",5,1,200,0.3,47.7716746144528,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr5.00_c200",1,0.1,200,0.2,0.828803908902492,"gain_loss_trans",0,78.4980811040195,"model10","nt"
"tl1.50_gl0.10_pr5.00_c200",1.5,0.1,200,0,1.47452606290369,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr5.00_c200",2.5,0.1,200,0,3.45281328841008,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr5.00_c200",5,0.1,200,0.1,8.54094363264001,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr5.00_c200",1,0.25,200,0.2,1.45493517716641,"gain_loss_trans",0,9.9631890224964,"model10","nt"
"tl1.50_gl0.25_pr5.00_c200",1.5,0.25,200,0,4.84822502742921,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr5.00_c200",2.5,0.25,200,0.1,5.19023646851172,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr5.00_c200",5,0.25,200,0,16.1936961571759,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.50_pr5.00_c200",1,0.5,200,0.3,3.46803756465125,"gain_loss_trans",0,1.07134248389748,"model10","nt"
"tl1.50_gl0.50_pr5.00_c200",1.5,0.5,200,0,7.30777750774045,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.50_pr5.00_c200",2.5,0.5,200,0,12.7645488472235,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.50_pr5.00_c200",5,0.5,200,0,19.018294953308,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl1.00_pr5.00_c200",1,1,200,0.1,3.37113334438596,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl1.00_pr5.00_c200",1.5,1,200,0.1,4.97450092537268,"gain_loss_trans",0.5,0.0388277540157618,"model10","nt"
"tl2.50_gl1.00_pr5.00_c200",2.5,1,200,0,17.4364145036566,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl1.00_pr5.00_c200",5,1,200,0,18.4484250505729,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.10_pr1.00_c25",1,0.1,25,0.8,0.158059469705514,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.50_gl0.10_pr1.00_c25",1.5,0.1,25,0.7,0.25131913255982,"gain_loss_trans",NA,NA,"model11","nt"
"tl2.50_gl0.10_pr1.00_c25",2.5,0.1,25,0.7,0.377961430917877,"gain_loss_trans",NA,NA,"model11","nt"
"tl5.00_gl0.10_pr1.00_c25",5,0.1,25,0.2,3.05950257299245,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.00_gl0.25_pr1.00_c25",1,0.25,25,0.6,0.639797685705816,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.50_gl0.25_pr1.00_c25",1.5,0.25,25,0.7,0.266083191060945,"gain_loss_trans",NA,NA,"model11","nt"
"tl2.50_gl0.25_pr1.00_c25",2.5,0.25,25,0.5,0.641470394719284,"gain_loss_trans",NA,NA,"model11","nt"
"tl5.00_gl0.25_pr1.00_c25",5,0.25,25,0.3,1.26192367281062,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.00_gl0.50_pr1.00_c25",1,0.5,25,0.8,1.03128653648266,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.50_gl0.50_pr1.00_c25",1.5,0.5,25,0.6,1.10639712770498,"gain_loss_trans",NA,NA,"model11","nt"
"tl2.50_gl0.50_pr1.00_c25",2.5,0.5,25,0.4,1.21548580806754,"gain_loss_trans",NA,NA,"model11","nt"
"tl5.00_gl0.50_pr1.00_c25",5,0.5,25,0.2,1.38040453570508,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.00_gl1.00_pr1.00_c25",1,1,25,0.7,0.397627238441267,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.50_gl1.00_pr1.00_c25",1.5,1,25,0.6,0.716299040487749,"gain_loss_trans",NA,NA,"model11","nt"
"tl2.50_gl1.00_pr1.00_c25",2.5,1,25,0.4,1.34621241450959,"gain_loss_trans",NA,NA,"model11","nt"
"tl5.00_gl1.00_pr1.00_c25",5,1,25,0.5,0.928822809340622,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.00_gl0.10_pr2.50_c25",1,0.1,25,0.9,0.190423509759918,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.50_gl0.10_pr2.50_c25",1.5,0.1,25,0.9,0.35475711381224,"gain_loss_trans",NA,NA,"model11","nt"
"tl2.50_gl0.10_pr2.50_c25",2.5,0.1,25,0.6,0.413806789257168,"gain_loss_trans",NA,NA,"model11","nt"
"tl5.00_gl0.10_pr2.50_c25",5,0.1,25,0.1,2.44619664979722,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.00_gl0.25_pr2.50_c25",1,0.25,25,0.7,0.309686758648389,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.50_gl0.25_pr2.50_c25",1.5,0.25,25,0.9,0.422406019442382,"gain_loss_trans",NA,NA,"model11","nt"
"tl2.50_gl0.25_pr2.50_c25",2.5,0.25,25,0.6,1.20427047378128,"gain_loss_trans",NA,NA,"model11","nt"
"tl5.00_gl0.25_pr2.50_c25",5,0.25,25,0.6,0.800404306306394,"gain_loss_trans",NA,NA,"model11","nt"
"tl1.00_gl0.50_pr2.50_c25",1,0.5,25,0.8,0.793386001718523,"gain_loss_trans",NA,NA,"model11","nt"
